X,Y,objectid,arc_,streetcl_,streetcl_i,node_id,int_id,update_,intersecti,x_coord,y_coord
-8363358.05383479,4864351.57474234,8080,,,,15216,15216,1998/06/25 00:00:00+00,A ST & E HUNTINGDON ST,,
-8363607.08100394,4864170.80090116,8081,,,,15414,15414,1998/06/25 00:00:00+00,E CUMBERLAND ST & N FRONT ST,,
-8363522.46970399,4864157.12697742,8082,,,,15429,15429,1998/06/25 00:00:00+00,E CUMBERLAND ST & N LEE ST,,
-8363571.67484741,4864388.257105,8083,,,,15187,15187,1998/06/25 00:00:00+00,N FRONT ST & E HUNTINGDON ST,,
-8363631.63525429,4864397.1363687,8084,,,,15181,15181,1998/06/25 00:00:00+00,HOPE ST & W HUNTINGDON ST,,
-8363666.8217535,4864181.24613881,8085,,,,15405,15405,1998/06/25 00:00:00+00,W CUMBERLAND ST & HOPE ST,,
-8363688.80893899,4864407.59885867,8086,,,,15173,15173,1998/06/25 00:00:00+00,N HOWARD ST & W HUNTINGDON ST,,
-8363741.24719783,4864416.28523396,8087,,,,15164,15164,1998/06/25 00:00:00+00,W HUNTINGDON ST & WATERLOO ST,,
-8363793.27787771,4864425.55602317,8088,,,,15150,15150,1998/06/25 00:00:00+00,W HUNTINGDON ST & MASCHER ST,,
-8363844.28848055,4864434.64355299,8089,,,,15134,15134,1998/06/25 00:00:00+00,W HUNTINGDON ST & MUTTER ST,,
-8363894.94884893,4864442.88123114,8090,,,,15127,15127,1998/06/25 00:00:00+00,N HANCOCK ST & W HUNTINGDON ST,,
-8363953.92414579,4864453.26685624,8091,,,,15117,15117,1998/06/25 00:00:00+00,W HUNTINGDON ST & PALETHORP ST,,
-8364014.50263638,4864462.33669399,8092,,,,15109,15109,1998/06/25 00:00:00+00,N 2ND ST & W HUNTINGDON ST,,
-8364158.04890123,4864486.06807772,8093,,,,15091,15091,1998/06/25 00:00:00+00,N AMERICAN ST & W HUNTINGDON ST,,
-8364290.37066067,4864508.85587705,8094,,,,15069,15069,1998/06/25 00:00:00+00,N 3RD ST & W HUNTINGDON ST,,
-8364165.25143975,4864440.17382929,8095,,,,15148,15148,1998/06/25 00:00:00+00,N AMERICAN ST & W HAZZARD ST,,
-8364087.71410288,4864427.33318844,8096,,,,15165,15165,1998/06/25 00:00:00+00,W HAZZARD ST & N PHILIP ST,,
-8364080.22645752,4864473.33722359,8097,,,,15097,15097,1998/06/25 00:00:00+00,W HUNTINGDON ST & N PHILIP ST,,
-8364345.48943902,4864518.88032874,8098,,,,15065,15065,1998/06/25 00:00:00+00,W HUNTINGDON ST & N ORIANNA ST,,
-8364401.26366779,4864528.485887,8099,,,,15054,15054,1998/06/25 00:00:00+00,N 4TH ST & W HUNTINGDON ST,,
-8364451.8119207,4864536.82673275,8100,,,,15046,15046,1998/06/25 00:00:00+00,W HUNTINGDON ST & N LEITHGOW ST,,
-8364503.96026362,4864545.21599464,8101,,,,15041,15041,1998/06/25 00:00:00+00,W HUNTINGDON ST & N LAWRENCE ST,,
-8364437.79337944,4864311.03378216,8102,,,,15296,15296,1998/06/25 00:00:00+00,N 4TH ST & W CUMBERLAND ST,,
-8364325.64739747,4864292.32613005,8103,,,,15314,15314,1998/06/25 00:00:00+00,N 3RD ST & W CUMBERLAND ST,,
-8364266.41315173,4864282.39040574,8104,,,,15321,15321,1998/06/25 00:00:00+00,N BODINE ST & W CUMBERLAND ST,,
-8364194.48471637,4864270.54255049,8105,,,,15328,15328,1998/06/25 00:00:00+00,N AMERICAN ST & W CUMBERLAND ST,,
-8364381.12238339,4864302.24072666,8106,,,,15303,15303,1998/06/25 00:00:00+00,W CUMBERLAND ST & N ORIANNA ST,,
-8364094.62088172,4864385.7511286,8107,,,,15209,15209,1998/06/25 00:00:00+00,N PHILIP ST & W SERGEANT ST,,
-8364173.07121509,4864399.01193051,8108,,,,15197,15197,1998/06/25 00:00:00+00,N AMERICAN ST & W SERGEANT ST,,
-8364539.33299463,4864328.01529471,8109,,,,15278,15278,1998/06/25 00:00:00+00,W CUMBERLAND ST & N LAWRENCE ST,,
-8364489.31951433,4864319.26102377,8110,,,,15289,15289,1998/06/25 00:00:00+00,W CUMBERLAND ST & N LEITHGOW ST,,
-8363724.08990295,4864190.90501347,8111,,,,15396,15396,1998/06/25 00:00:00+00,W CUMBERLAND ST & N HOWARD ST,,
-8363879.84643161,4864217.76523998,8112,,,,15376,15376,1998/06/25 00:00:00+00,W CUMBERLAND ST & MUTTER ST,,
-8363988.84795862,4864235.89804367,8113,,,,15362,15362,1998/06/25 00:00:00+00,W CUMBERLAND ST & PALETHORP ST,,
-8363931.62928146,4864226.0972622,8114,,,,15367,15367,1998/06/25 00:00:00+00,W CUMBERLAND ST & N HANCOCK ST,,
-8363828.61522825,4864208.66115493,8115,,,,15382,15382,1998/06/25 00:00:00+00,W CUMBERLAND ST & MASCHER ST,,
-8363776.35226616,4864199.52727822,8116,,,,15387,15387,1998/06/25 00:00:00+00,W CUMBERLAND ST & WATERLOO ST,,
-8364115.20716957,4864256.68303686,8117,,,,15341,15341,1998/06/25 00:00:00+00,W CUMBERLAND ST & N PHILIP ST,,
-8364050.07568647,4864246.10416784,8118,,,,15350,15350,1998/06/25 00:00:00+00,N 2ND ST & W CUMBERLAND ST,,
-8363811.93618254,4863982.95381898,8119,,,,15615,15615,1998/06/25 00:00:00+00,WATERLOO ST & W YORK ST,,
-8363759.62564792,4863974.20847654,8120,,,,15626,15626,1998/06/25 00:00:00+00,N HOWARD ST & W YORK ST,,
-8363864.88303913,4863992.20914299,8121,,,,15609,15609,1998/06/25 00:00:00+00,MASCHER ST & W YORK ST,,
-8363701.84837148,4863964.60262856,8122,,,,15637,15637,1998/06/25 00:00:00+00,HOPE ST & W YORK ST,,
-8363645.86916103,4863953.9239163,8123,,,,15643,15643,1998/06/25 00:00:00+00,N FRONT ST & KENSINGTON AVE,,
-8363915.3984358,4864000.3600282,8124,,,,15604,15604,1998/06/25 00:00:00+00,MUTTER ST & W YORK ST,,
-8363966.66930486,4864009.53434214,8125,,,,15591,15591,1998/06/25 00:00:00+00,N HANCOCK ST & W YORK ST,,
-8364024.64277779,4864019.10087231,8126,,,,15587,15587,1998/06/25 00:00:00+00,PALETHORP ST & W YORK ST,,
-8364362.18689249,4864076.16357628,8127,,,,15542,15542,1998/06/25 00:00:00+00,N 3RD ST & W YORK ST,,
-8364302.17494069,4864065.475971,8128,,,,15550,15550,1998/06/25 00:00:00+00,N BODINE ST & W YORK ST,,
-8364418.3618361,4864085.42633676,8129,,,,15532,15532,1998/06/25 00:00:00+00,N ORIANNA ST & W YORK ST,,
-8364575.47083633,4864111.99005104,8130,,,,15506,15506,1998/06/25 00:00:00+00,N LAWRENCE ST & W YORK ST,,
-8364524.97023509,4864103.3513919,8131,,,,15512,15512,1998/06/25 00:00:00+00,N LEITHGOW ST & W YORK ST,,
-8364474.53341163,4864094.81189599,8132,,,,15525,15525,1998/06/25 00:00:00+00,N 4TH ST & W YORK ST,,
-8364627.14744282,4864120.85842565,8133,,,,15496,15496,1998/06/25 00:00:00+00,N ORKNEY ST & W YORK ST,,
-8364150.55280204,4864040.00074369,8134,,,,15572,15572,1998/06/25 00:00:00+00,N PHILIP ST & W YORK ST,,
-8364228.2160989,4864053.08076502,8135,,,,15563,15563,1998/06/25 00:00:00+00,N AMERICAN ST & W YORK ST,,
-8364084.18425575,4864028.80297987,8136,,,,15583,15583,1998/06/25 00:00:00+00,N 2ND ST & W YORK ST,,
-8364826.21625281,4864153.32366751,8137,,,,15469,15469,1998/06/25 00:00:00+00,N FAIRHILL ST & W YORK ST,,
-8364754.12479901,4864141.95070839,8138,,,,15481,15481,1998/06/25 00:00:00+00,N REESE ST & W YORK ST,,
-8364680.37941915,4864129.56845593,8139,,,,15488,15488,1998/06/25 00:00:00+00,N 5TH ST & W YORK ST,,
-8364899.58765532,4864166.05911282,8140,,,,15458,15458,1998/06/25 00:00:00+00,N 6TH ST & W YORK ST,,
-8364992.0332242,4864182.31227134,8141,,,,15449,15449,1998/06/25 00:00:00+00,N MARSHALL ST & W YORK ST,,
-8364946.71062268,4864174.33240175,8142,,,,15453,15453,1998/06/25 00:00:00+00,N WENDLE ST & W YORK ST,,
-8365037.25938698,4864190.1891768,8143,,,,15443,15443,1998/06/25 00:00:00+00,N SHERIDAN ST & W YORK ST,,
-8365084.07071238,4864197.671557,8144,,,,15439,15439,1998/06/25 00:00:00+00,N 7TH ST & W YORK ST,,
-8364955.09145832,4864398.29199923,8145,,,,15223,15223,1998/06/25 00:00:00+00,W CUMBERLAND ST & N MARSHALL ST,,
-8365000.79444052,4864405.45429895,8146,,,,15215,15215,1998/06/25 00:00:00+00,W CUMBERLAND ST & N SHERIDAN ST,,
-8365047.41892327,4864414.40318578,8147,,,,15208,15208,1998/06/25 00:00:00+00,N 7TH ST & W CUMBERLAND ST,,
-8365071.34218723,4864271.28233546,8148,,,,15360,15360,1998/06/25 00:00:00+00,N 7TH ST & W BOSTON ST,,
-8364910.48037314,4864390.74291178,8149,,,,15229,15229,1998/06/25 00:00:00+00,W CUMBERLAND ST & N WENDLE ST,,
-8365118.93953906,4864426.88107966,8150,,,,15200,15200,1998/06/25 00:00:00+00,W CUMBERLAND ST & N FRANKLIN ST,,
-8364863.7610937,4864382.61666701,8151,,,,15238,15238,1998/06/25 00:00:00+00,N 6TH ST & W CUMBERLAND ST,,
-8364789.61867369,4864371.13986955,8152,,,,15246,15246,1998/06/25 00:00:00+00,W CUMBERLAND ST & N FAIRHILL ST,,
-8364718.10947758,4864358.16118078,8153,,,,15257,15257,1998/06/25 00:00:00+00,W CUMBERLAND ST & N REESE ST,,
-8364642.74200221,4864345.45838316,8154,,,,15264,15264,1998/06/25 00:00:00+00,N 5TH ST & W CUMBERLAND ST,,
-8364590.44599836,4864336.86859721,8155,,,,15270,15270,1998/06/25 00:00:00+00,W CUMBERLAND ST & N ORKNEY ST,,
-8364554.76351364,4864553.54621495,8156,,,,15036,15036,1998/06/25 00:00:00+00,W HUNTINGDON ST & N ORKNEY ST,,
-8364607.34252648,4864562.96086391,8157,,,,15032,15032,1998/06/25 00:00:00+00,N 5TH ST & W HUNTINGDON ST,,
-8364681.17733588,4864575.04002736,8158,,,,15021,15021,1998/06/25 00:00:00+00,W HUNTINGDON ST & N REESE ST,,
-8364753.40129689,4864587.25767895,8159,,,,15012,15012,1998/06/25 00:00:00+00,N FAIRHILL ST & W HUNTINGDON ST,,
-8365287.39463947,4864527.94066223,8160,,,,15085,15085,1998/06/26 00:00:00+00,N 9TH ST & W FIRTH ST,,
-8365179.55759538,4864509.38617954,8161,,,,15100,15100,1998/06/26 00:00:00+00,N 8TH ST & W FIRTH ST,,
-8365409.08277227,4864698.21666722,8162,,,,14916,14916,1998/06/26 00:00:00+00,CADWALLADER ST & W HUNTINGDON ST,,
-8365355.68896875,4864559.3845648,8163,,,,15052,15052,1998/06/26 00:00:00+00,CADWALLADER ST & N HUTCHINSON ST,,
-8365292.65933978,4864502.467286,8164,,,,15114,15114,1998/06/26 00:00:00+00,N 9TH ST & CADWALLADER ST,,
-8365332.5569864,4864684.82070221,8165,,,,14933,14926,1998/06/26 00:00:00+00,W HUNTINGDON ST & N HUTCHINSON ST,,
-8365479.41892427,4864667.3073067,8166,,,,14950,14950,1998/06/26 00:00:00+00,N ALDER ST & GERMANTOWN AVE,,
-8365454.3385342,4864595.80307889,8167,,,,15030,15030,1998/06/26 00:00:00+00,N 10TH ST & GERMANTOWN AVE,,
-8365475.2491765,4864486.31045442,8168,,,,15138,15138,1998/06/26 00:00:00+00,N 10TH ST & W CUMBERLAND ST,,
-8365537.26944553,4864495.81818195,8169,,,,15126,15126,1998/06/26 00:00:00+00,N ALDER ST & W CUMBERLAND ST,,
-8365386.50181953,4864470.76791238,8170,,,,15161,15161,1998/06/26 00:00:00+00,W CUMBERLAND ST & GERMANTOWN AVE,,
-8365191.13208069,4864438.79737684,8171,,,,15193,15193,1998/06/26 00:00:00+00,N 8TH ST & W CUMBERLAND ST,,
-8365299.92611971,4864456.45569004,8172,,,,15179,15179,1998/06/26 00:00:00+00,N 9TH ST & W CUMBERLAND ST,,
-8365262.85131015,4864673.31780998,8173,,,,14941,14941,1998/06/30 00:00:00+00,N 9TH ST & W HUNTINGDON ST,,
-8365416.28641445,4864476.78614394,8174,,,,15154,15154,1998/06/26 00:00:00+00,W CUMBERLAND ST & N DELHI ST,,
-8365439.83353717,4864336.3859697,8175,,,,15304,15304,1998/06/26 00:00:00+00,W BOSTON ST & N DELHI ST,,
-8365498.06427458,4864346.43612577,8176,,,,15295,15295,1998/06/26 00:00:00+00,N 10TH ST & W BOSTON ST,,
-8365511.20193649,4864269.19721717,8177,,,,15378,15378,1998/06/26 00:00:00+00,N 10TH ST & W YORK ST,,
-8365524.88182294,4864192.47985461,8178,,,,15450,15450,1998/06/26 00:00:00+00,N 10TH ST & W ARIZONA ST,,
-8365349.7201765,4864163.1514725,8179,,,,15480,15480,1998/06/26 00:00:00+00,N 9TH ST & W ARIZONA ST,,
-8365336.39035222,4864240.47807188,8180,,,,15400,15400,1998/06/26 00:00:00+00,N 9TH ST & W YORK ST,,
-8365686.52692515,4864299.45818374,8181,,,,15353,15353,1998/06/26 00:00:00+00,N 11TH ST & W YORK ST,,
-8365698.75655294,4864222.05083239,8182,,,,15434,15434,1998/06/26 00:00:00+00,N 11TH ST & W ARIZONA ST,,
-8365213.89449615,4864296.15126069,8183,,,,15338,15338,1998/06/26 00:00:00+00,N 8TH ST & W BOSTON ST,,
-8365238.58986191,4864218.27268975,8184,,,,15422,15422,2007/07/16 00:00:00+00,N 8TH ST & GERMANTOWN AVE,,
-8365725.11342065,4864750.92356889,8185,,,,14864,14864,1998/06/26 00:00:00+00,W HUNTINGDON ST & N SARTAIN ST,,
-8365678.43704918,4864743.44426703,8186,,,,14872,14872,1998/06/26 00:00:00+00,W HUNTINGDON ST & N JESSUP ST,,
-8365713.28742655,4864526.42649269,8187,,,,15101,15101,1998/06/26 00:00:00+00,W CUMBERLAND ST & N JESSUP ST,,
-8365762.57495974,4864534.70940273,8188,,,,15093,15093,1998/06/26 00:00:00+00,W CUMBERLAND ST & N SARTAIN ST,,
-8365552.09568498,4864721.87056571,8189,,,,14896,14896,1998/06/26 00:00:00+00,W HUNTINGDON ST & N WARNOCK ST,,
-8365541.53642795,4864720.16305657,8190,,,,14899,14896,1998/06/26 00:00:00+00,W HUNTINGDON ST & N WARNOCK ST,,
-8365613.99359623,4864732.53049265,8191,,,,14884,14884,1998/06/26 00:00:00+00,N 11TH ST & W HUNTINGDON ST,,
-8365650.60481238,4864515.20218728,8192,,,,15110,15110,1998/06/26 00:00:00+00,N 11TH ST & W CUMBERLAND ST,,
-8365788.99624723,4864762.26399256,8193,,,,14855,14855,1998/06/26 00:00:00+00,N 12TH ST & W HUNTINGDON ST,,
-8365735.01332062,4864752.28725936,8194,,,,27365,14864,1998/07/22 00:00:00+00,W HUNTINGDON ST & N SARTAIN ST,,
-8365825.93850537,4864544.66177527,8195,,,,15084,15084,1998/06/26 00:00:00+00,N 12TH ST & W CUMBERLAND ST,,
-8365815.05986195,4864606.91981109,8196,,,,15028,15028,1998/06/26 00:00:00+00,N 12TH ST & W FIRTH ST,,
-8365588.58572466,4864503.9139862,8197,,,,15120,15120,1998/06/26 00:00:00+00,W CUMBERLAND ST & N WARNOCK ST,,
-8365798.98326095,4864705.80985157,8198,,,,14923,14923,1998/06/26 00:00:00+00,N 12TH ST & W HAZZARD ST,,
-8365807.06560129,4864656.07388016,8199,,,,14981,14981,1998/06/26 00:00:00+00,N 12TH ST & W SERGEANT ST,,
-8365862.05478491,4864328.77610942,8200,,,,15323,15323,1998/06/26 00:00:00+00,N 12TH ST & W YORK ST,,
-8365971.3416823,4864346.61401383,8201,,,,15309,15309,1998/06/26 00:00:00+00,N CAMAC ST & W YORK ST,,
-8365921.02496666,4864337.92564447,8202,,,,15318,15318,1998/06/26 00:00:00+00,N FAWN ST & W YORK ST,,
-8366128.33224829,4864436.21094275,8203,,,,15224,15224,1998/06/26 00:00:00+00,W BOSTON ST & N PARK AVE,,
-8366189.8019298,4864383.05290565,8204,,,,15274,15274,1998/06/26 00:00:00+00,N WATTS ST & W YORK ST,,
-8366135.05156948,4864373.93498367,8205,,,,15282,15282,1998/06/26 00:00:00+00,N PARK AVE & W YORK ST,,
-8366037.3907461,4864357.7541849,8206,,,,15300,15300,1998/06/26 00:00:00+00,N 13TH ST & W YORK ST,,
-8366087.18075993,4864366.55770615,8207,,,,15291,15291,1998/06/26 00:00:00+00,N CLARION ST & W YORK ST,,
-8366061.50693235,4864515.99378909,8208,,,,15124,15124,1998/06/26 00:00:00+00,N CLARION ST & W LETTERLY ST,,
-8366012.48928951,4864507.42740383,8209,,,,15129,15129,1998/06/26 00:00:00+00,N 13TH ST & W LETTERLY ST,,
-8366101.86540191,4864591.72045545,8210,,,,15045,15045,1998/06/26 00:00:00+00,W CUMBERLAND ST & N PARK AVE,,
-8366001.710648,4864574.45405403,8211,,,,15064,15064,1998/06/26 00:00:00+00,N 13TH ST & W CUMBERLAND ST,,
-8365707.44702158,4864910.15764771,8212,,,,14711,14711,1998/06/26 00:00:00+00,W OAKDALE ST & N SARTAIN ST,,
-8365762.00276188,4864921.26338207,8213,,,,14703,14703,1998/06/26 00:00:00+00,N 12TH ST & W OAKDALE ST,,
-8365655.93429345,4864901.7531697,8214,,,,14718,14718,1998/06/26 00:00:00+00,N JESSUP ST & W OAKDALE ST,,
-8365592.05814667,4864860.85576998,8215,,,,14758,14730,1998/06/26 00:00:00+00,N 11TH ST & W OAKDALE ST,,
-8365770.5919353,4864874.68863115,8216,,,,14754,14754,1998/06/26 00:00:00+00,N 12TH ST & W TUCKER ST,,
-8365587.11213286,4864890.40850672,8217,,,,14730,14730,1998/06/26 00:00:00+00,N 11TH ST & W OAKDALE ST,,
-8365779.72816562,4864820.97790211,8218,,,,14803,14803,1998/06/26 00:00:00+00,N 12TH ST & W HAROLD ST,,
-8365944.89794417,4864903.36183133,8219,,,,14733,14733,1998/06/26 00:00:00+00,N 13TH ST & W TUCKER ST,,
-8365954.32048519,4864850.28323057,8220,,,,14783,14783,1998/06/26 00:00:00+00,N 13TH ST & W HAROLD ST,,
-8365963.94866735,4864791.72889571,8221,,,,14836,14836,1998/06/26 00:00:00+00,N 13TH ST & W HUNTINGDON ST,,
-8365926.05050835,4865022.19415779,8222,,,,14615,14615,1998/06/26 00:00:00+00,N 13TH ST & W LEHIGH AVE,,
-8365937.03188759,4864952.94383965,8223,,,,14677,14677,1998/06/26 00:00:00+00,N 13TH ST & W OAKDALE ST,,
-8365750.5869963,4864993.32745329,8224,,,,14636,14636,1998/06/26 00:00:00+00,N 12TH ST & W LEHIGH AVE,,
-8365912.0034804,4865103.84229266,8225,,,,14532,14532,1998/06/26 00:00:00+00,N 13TH ST & W SILVER ST,,
-8365996.30054473,4865225.11071714,8226,,,,14431,14431,1998/06/26 00:00:00+00,N PARK AVE & W SELTZER ST,,
-8366026.71994777,4865038.89156423,8227,,,,14604,14604,1998/06/26 00:00:00+00,W LEHIGH AVE & N PARK AVE,,
-8366007.3726495,4865158.63743217,8228,,,,14497,14484,1998/06/26 00:00:00+00,N PARK AVE & W SILVER ST,,
-8366005.25245773,4865172.83655133,8229,,,,14484,14484,1998/06/26 00:00:00+00,N PARK AVE & W SILVER ST,,
-8365988.48381392,4865269.15261819,8230,,,,14383,14383,1998/06/26 00:00:00+00,N PARK AVE & W SOMERSET ST,,
-8365998.52242773,4865210.55684502,8231,,,,14447,14431,1998/06/26 00:00:00+00,N PARK AVE & W SELTZER ST,,
-8365887.29972833,4865252.19120224,8232,,,,14397,14397,1998/06/26 00:00:00+00,N 13TH ST & W SOMERSET ST,,
-8365897.24323419,4865193.61178172,8233,,,,14455,14455,1998/06/26 00:00:00+00,N 13TH ST & W SELTZER ST,,
-8365899.93233694,4865177.31960917,8234,,,,14472,14455,1998/06/26 00:00:00+00,N 13TH ST & W SELTZER ST,,
-8365906.45668781,4865141.56644887,8235,,,,14507,14507,1998/06/26 00:00:00+00,N 13TH ST & W SILVER ST,,
-8365737.23999112,4865074.54442542,8236,,,,14558,14545,1998/06/26 00:00:00+00,N 12TH ST & W SILVER ST,,
-8365724.77190042,4865147.72484843,8237,,,,14495,14495,1998/06/26 00:00:00+00,N 12TH ST & W SELTZER ST,,
-8365733.79031139,4865095.28975968,8238,,,,14545,14545,1998/06/26 00:00:00+00,N 12TH ST & W SILVER ST,,
-8366035.30628906,4865356.63030809,8239,,,,14302,14302,1998/06/26 00:00:00+00,W RUSH ST & N WATTS ST,,
-8366044.03311795,4865503.51144605,8240,,,,14132,14132,1998/06/26 00:00:00+00,W CAMBRIA ST & W GLENWOOD AVE,,
-8365977.39613988,4865332.91364544,8241,,,,14321,14308,1998/06/26 00:00:00+00,N PARK AVE & W RUSH ST,,
-8366012.05140448,4865497.61407496,8242,,,,14151,14151,1998/06/26 00:00:00+00,W CAMBRIA ST & N WATTS ST,,
-8365963.28060773,4865418.24550416,8243,,,,14230,14230,1998/06/26 00:00:00+00,N PARK AVE & W WILLIAM ST,,
-8365969.90417222,4865378.2575755,8244,,,,14273,14273,1998/06/26 00:00:00+00,W AUBURN ST & N PARK AVE,,
-8365975.46159173,4865346.19128821,8245,,,,14308,14308,1998/06/26 00:00:00+00,N PARK AVE & W RUSH ST,,
-8365851.03418207,4865470.08982622,8246,,,,14180,14180,1998/06/26 00:00:00+00,N 13TH ST & W CAMBRIA ST,,
-8365862.27588162,4865401.68468673,8247,,,,14246,14246,1998/06/26 00:00:00+00,N 13TH ST & W WILLIAM ST,,
-8365922.05854689,4865481.974291,8248,,,,14167,14156,1998/06/26 00:00:00+00,W CAMBRIA ST & N PARK AVE,,
-8365863.9949622,4865392.28823506,8249,,,,14261,14246,1998/06/26 00:00:00+00,N 13TH ST & W WILLIAM ST,,
-8365869.69773816,4865361.19311592,8250,,,,14294,14294,1998/06/26 00:00:00+00,N 13TH ST & W AUBURN ST,,
-8365876.65457344,4865316.12901399,8251,,,,14335,14327,1998/06/26 00:00:00+00,N 13TH ST & W RUSH ST,,
-8365874.38714298,4865329.95176682,8252,,,,14327,14327,1998/06/26 00:00:00+00,N 13TH ST & W RUSH ST,,
-8365951.36916205,4865486.75205611,8253,,,,14156,14156,1998/06/26 00:00:00+00,W CAMBRIA ST & N PARK AVE,,
-8365909.23146748,4865570.40350526,8254,,,,14084,14084,1998/06/26 00:00:00+00,W GLENWOOD AVE & N PARK AVE,,
-8365828.85614295,4865609.36898322,8255,,,,14039,14039,1998/06/26 00:00:00+00,N 13TH ST & W GLENWOOD AVE,,
-8365688.94726687,4865363.26594391,8256,,,,14289,14289,1998/06/26 00:00:00+00,N 12TH ST & W WILLIAM ST,,
-8365698.85886013,4865299.81166793,8257,,,,14348,14348,1998/06/26 00:00:00+00,N 12TH ST & W RUSH ST,,
-8365712.02407467,4865222.97191499,8258,,,,14423,14423,1998/06/26 00:00:00+00,N 12TH ST & W SOMERSET ST,,
-8365623.94205129,4865208.77085365,8259,,,,14437,14437,1998/06/26 00:00:00+00,N MARVINE ST & W SOMERSET ST,,
-8365536.42735097,4865193.54063516,8260,,,,14449,14449,1998/06/26 00:00:00+00,N 11TH ST & W SOMERSET ST,,
-8365558.19111002,4865065.75621155,8261,,,,14567,14567,1998/06/26 00:00:00+00,N 11TH ST & W SILVER ST,,
-8365645.3208048,4865080.38631349,8262,,,,14555,14555,1998/06/26 00:00:00+00,N MARVINE ST & W SILVER ST,,
-8365575.22926649,4864963.20319324,8263,,,,14656,14656,1998/06/26 00:00:00+00,N 11TH ST & W LEHIGH AVE,,
-8365377.33753399,4865167.0631237,8264,,,,14471,14471,1998/06/26 00:00:00+00,GERMANTOWN AVE & W SOMERSET ST,,
-8365395.46766934,4865079.3926743,8265,,,,14548,14548,1998/06/26 00:00:00+00,GERMANTOWN AVE & W SILVER ST,,
-8365458.270949,4865180.89146059,8266,,,,14459,14459,1998/06/26 00:00:00+00,W SOMERSET ST & N WARNOCK ST,,
-8365480.24813934,4865053.27693094,8267,,,,14577,14577,1998/06/26 00:00:00+00,W SILVER ST & N WARNOCK ST,,
-8365403.9738697,4865040.07408836,8268,,,,14587,14587,1998/06/26 00:00:00+00,GERMANTOWN AVE & W SILVER ST,,
-8365394.78694409,4864778.45149599,8269,,,,14828,14828,1998/06/26 00:00:00+00,CADWALLADER ST & DEAD END NORTH,,
-8365446.42177378,4864835.65984194,8270,,,,14779,14779,1998/06/29 00:00:00+00,GERMANTOWN AVE & W OAKDALE ST,,
-8365471.63963047,4864709.07490307,8271,,,,14909,14909,1998/06/29 00:00:00+00,GERMANTOWN AVE & W HUNTINGDON ST,,
-8365520.31325922,4864847.7898355,8272,,,,14768,14768,1998/06/29 00:00:00+00,W OAKDALE ST & N WARNOCK ST,,
-8365424.71601721,4864937.89048279,8273,,,,14676,14676,1998/06/29 00:00:00+00,GERMANTOWN AVE & W LEHIGH AVE,,
-8365274.07068537,4865149.62143078,8274,,,,14487,14487,1998/06/29 00:00:00+00,N HUTCHINSON ST & W SOMERSET ST,,
-8365312.87637218,4864919.0362867,8275,,,,14689,14689,1998/06/29 00:00:00+00,N HUTCHINSON ST & W LEHIGH AVE,,
-8365236.72581886,4865366.45610671,8276,,,,14258,14258,1998/06/29 00:00:00+00,W CAMBRIA ST & N HUTCHINSON ST,,
-8365150.91156613,4865352.05550502,8277,,,,14274,14274,1998/06/29 00:00:00+00,N 9TH ST & W CAMBRIA ST,,
-8365258.27863262,4865246.40608927,8278,,,,14378,14378,1998/06/29 00:00:00+00,W AUBURN ST & N HUTCHINSON ST,,
-8365335.03273251,4865383.23701355,8279,,,,14248,14248,1998/06/29 00:00:00+00,W CAMBRIA ST & GERMANTOWN AVE,,
-8365170.6917383,4865231.90150125,8280,,,,14396,14396,1998/06/29 00:00:00+00,N 9TH ST & W AUBURN ST,,
-8365288.94453438,4865062.61829659,8281,,,,14560,14560,1998/06/29 00:00:00+00,N HUTCHINSON ST & W SILVER ST,,
-8365283.52254076,4865091.70652031,8282,,,,14528,14528,1998/06/29 00:00:00+00,N HUTCHINSON ST & W SELTZER ST,,
-8365292.02696637,4865044.92010413,8283,,,,14579,14560,1998/06/29 00:00:00+00,N HUTCHINSON ST & W SILVER ST,,
-8365299.73243485,4864998.14273725,8284,,,,14624,14624,1998/06/29 00:00:00+00,N HUTCHINSON ST & W STERNER ST,,
-8365204.58332287,4865030.41100607,8285,,,,14590,14590,1998/06/29 00:00:00+00,N 9TH ST & W SILVER ST,,
-8365196.62771372,4865077.19048037,8286,,,,14544,14544,1998/06/29 00:00:00+00,N 9TH ST & W SELTZER ST,,
-8365212.78669291,4864982.95933506,8287,,,,14634,14634,1998/06/29 00:00:00+00,N 9TH ST & W STERNER ST,,
-8365224.62610069,4864904.43044696,8288,,,,14702,14702,1998/06/29 00:00:00+00,N 9TH ST & W LEHIGH AVE,,
-8365170.45464124,4864894.99695654,8289,,,,14712,14712,1998/06/29 00:00:00+00,N DARIEN ST & W LEHIGH AVE,,
-8365587.74900004,4865425.3323462,8290,,,,14213,14213,1998/06/29 00:00:00+00,W CAMBRIA ST & N MARVINE ST,,
-8365500.28718915,4865410.58659378,8291,,,,14224,14224,1998/06/29 00:00:00+00,N 11TH ST & W CAMBRIA ST,,
-8365421.71029449,4865397.26473362,8292,,,,14235,14235,1998/06/29 00:00:00+00,W CAMBRIA ST & N WARNOCK ST,,
-8365092.13560347,4865342.23333056,8293,,,,14280,14280,1998/06/29 00:00:00+00,W CAMBRIA ST & N DARIEN ST,,
-8365130.03052959,4865125.3533895,8294,,,,14504,14504,1998/06/29 00:00:00+00,N DARIEN ST & W SOMERSET ST,,
