X,Y,objectid,arc_,streetcl_,streetcl_i,node_id,int_id,update_,intersecti,x_coord,y_coord
-8367362.77090614,4860134.44938678,1,,,,29152,29152,2006/11/02 00:00:00+00,N 16TH ST & CALLOWHILL ST,,
-8367186.40758111,4860105.88174047,2,,,,29150,29150,2006/11/02 00:00:00+00,N 15TH ST & CALLOWHILL ST,,
-8367152.1277318,4860318.43505193,3,,,,29148,29148,2013/02/28 00:00:00+00,N 15TH ST & HAMILTON ST,,
-8367537.68253741,4860162.64598102,4,,,,29025,29025,2006/05/03 00:00:00+00,N 17TH ST & CALLOWHILL ST,,
-8367546.65408449,4860104.24549954,5,,,,29021,29021,2006/05/03 00:00:00+00,N 17TH ST & CARLTON ST,,
-8367371.51095643,4860074.62757367,6,,,,29022,29022,2006/05/03 00:00:00+00,N 16TH ST & CARLTON ST,,
-8367662.88208883,4860183.28871033,7,,,,29023,29023,2006/04/12 00:00:00+00,CALLOWHILL ST & FRANKLIN TOWN BLVD,,
-8367711.59133527,4860190.72485376,8,,,,20115,20115,,N 18TH ST & CALLOWHILL ST,,
-8367800.47301735,4860734.2123495,9,,,,19609,19609,,N 19TH ST & BRANDYWINE ST,,
-8367808.35894192,4860697.2381992,10,,,,19657,19657,,N 19TH ST & MONTEREY ST,,
-8367469.14493947,4860566.96189577,11,,,,19780,19780,,N 17TH ST & SPRING GARDEN ST,,
-8367819.9547542,4860623.86580541,12,,,,19741,19741,,N 19TH ST & SPRING GARDEN ST,,
-8367644.85121358,4860596.3915139,13,,,,19761,19761,,N 18TH ST & SPRING GARDEN ST,,
-8367836.2565668,4860519.49257306,14,,,,19848,19848,,N 19TH ST & BUTTONWOOD ST,,
-8367853.19714759,4860432.18659127,15,,,,19921,19921,,N 19TH ST & HAMILTON ST,,
-8367829.79101494,4860563.7636365,16,,,,19798,19798,,N 19TH ST & NECTARINE ST,,
-8367627.95188406,4860703.51485287,17,,,,19641,19641,,N 18TH ST & BRANDYWINE ST,,
-8367794.95033574,4860774.32697052,18,,,,19561,19561,,N 19TH ST & WILCOX ST,,
-8367969.16890278,4860804.15869261,19,,,,19533,19533,,N 20TH ST & WILCOX ST,,
-8367983.77256118,4860724.04008489,20,,,,19626,19626,,N 20TH ST & MONTEREY ST,,
-8367996.0933896,4860651.7836259,21,,,,19720,19720,,N 20TH ST & SPRING GARDEN ST,,
-8368004.95916265,4860592.71281798,22,,,,19774,19774,,N 20TH ST & NECTARINE ST,,
-8367975.64019161,4860764.32725726,23,,,,19578,19578,,N 20TH ST & BRANDYWINE ST,,
-8368330.9737764,4861028.2807518,24,,,,19319,19319,,N 22ND ST & MOUNT VERNON ST,,
-8368152.88903261,4860998.37827926,25,,,,19348,19348,,N 21ST ST & MOUNT VERNON ST,,
-8367944.67509147,4860954.7294865,26,,,,19382,19382,,N 20TH ST & MOUNT VERNON ST,,
-8367770.61856821,4860926.10951366,27,,,,19409,19409,,N 19TH ST & MOUNT VERNON ST,,
-8368349.5925334,4860918.72178153,28,,,,19432,19432,,N 22ND ST & GREEN ST,,
-8368171.44371388,4860890.64531329,29,,,,19456,19456,,N 21ST ST & GREEN ST,,
-8367962.18658493,4860855.23809947,30,,,,19486,19486,,N 20TH ST & GREEN ST,,
-8367786.51111927,4860827.1118994,31,,,,19504,19504,,N 19TH ST & GREEN ST,,
-8368181.14913519,4860839.39585309,32,,,,19503,19503,,N 21ST ST & WILCOX ST,,
-8368357.67167916,4860868.19098166,33,,,,19484,19484,,N 22ND ST & WILCOX ST,,
-8368364.73987918,4860827.35451393,34,,,,19517,19517,,N 22ND ST & BRANDYWINE ST,,
-8368187.74248412,4860797.26070846,35,,,,19547,19547,,N 21ST ST & BRANDYWINE ST,,
-8368338.74131048,4860978.98745162,36,,,,19367,19367,,N 22ND ST & CLAY ST,,
-8368206.19842565,4860685.83008903,37,,,,19687,19687,,N 21ST ST & SPRING GARDEN ST,,
-8368154.17978546,4860989.17083511,38,,,,19356,19348,,N 21ST ST & MOUNT VERNON ST,,
-8368162.25678394,4860949.86736847,39,,,,19396,19396,,N 21ST ST & CLAY ST,,
-8367014.28607394,4862217.77775865,40,,,,17803,17803,,N 16TH ST & INGERSOLL ST,,
-8366840.26740934,4862188.17703411,41,,,,17841,17841,,N 15TH ST & INGERSOLL ST,,
-8367042.27148187,4862048.74759769,42,,,,18037,18037,,N 16TH ST & W CABOT ST,,
-8366868.17384037,4862020.41932572,43,,,,18073,18073,,N 15TH ST & W CABOT ST,,
-8366999.89278837,4862296.81333826,44,,,,17699,17699,,N 16TH ST & MASTER ST,,
-8366911.94293363,4862282.71408891,45,,,,17718,17718,,MASTER ST & N SYDENHAM ST,,
-8366824.02334774,4862267.53265105,46,,,,17741,17741,,N 15TH ST & MASTER ST,,
-8366746.46462016,4862253.35770497,47,,,,17758,17758,,N CARLISLE ST & MASTER ST,,
-8367022.66991074,4862169.66879302,48,,,,17875,17875,,N 16TH ST & SEYBERT ST,,
-8366847.1922417,4862140.76250171,49,,,,17904,17904,,N 15TH ST & SEYBERT ST,,
-8366858.17957744,4862082.13169483,50,,,,17984,17984,,N 15TH ST & W THOMPSON ST,,
-8367032.05221995,4862112.68431358,51,,,,17946,17946,,N 16TH ST & W THOMPSON ST,,
-8366778.62096795,4862069.93841199,52,,,,18000,18000,,N CARLISLE ST & W THOMPSON ST,,
-8366805.47793664,4862074.17484508,53,,,,17992,17992,,BURNS ST & W THOMPSON ST,,
-8366762.023901,4862066.63731057,54,,,,18003,18000,,N CARLISLE ST & W THOMPSON ST,,
-8366782.16304931,4861946.82187586,55,,,,18161,18161,,N CARLISLE ST & W STILES ST,,
-8366826.36743704,4861954.05191171,56,,,,18151,18151,,BURNS ST & W STILES ST,,
-8366877.11163643,4861962.75065559,57,,,,18143,18143,,N 15TH ST & W STILES ST,,
-8366886.86242399,4861910.02718955,58,,,,18214,18214,,N 15TH ST & W FLORA ST,,
-8366898.22000993,4861829.57222041,59,,,,18324,18324,,N 15TH ST & W GIRARD AVE,,
-8366805.13033053,4861814.07261817,60,,,,18340,18340,,N CARLISLE ST & W GIRARD AVE,,
-8366914.48507123,4861731.72233729,61,,,,18444,18444,,N 15TH ST & CAMBRIDGE ST,,
-8367052.23298978,4861991.61866643,62,,,,18117,18117,,N 16TH ST & W STILES ST,,
-8367061.4177983,4861939.68697194,63,,,,18183,18183,,N 16TH ST & W FLORA ST,,
-8367074.12738965,4861857.96506304,64,,,,18281,18281,,N 16TH ST & W GIRARD AVE,,
-8367090.38299468,4861760.86222548,65,,,,18420,18420,,N 16TH ST & CAMBRIDGE ST,,
-8366821.55138496,4861717.11091734,66,,,,18459,18459,,CAMBRIDGE ST & N CARLISLE ST,,
-8367206.39012561,4862141.9267086,67,,,,17915,17915,,N 17TH ST & W THOMPSON ST,,
-8367217.31961852,4862079.21241122,68,,,,18006,18006,,N 17TH ST & W CABOT ST,,
-8367226.1339232,4862022.14615929,69,,,,18085,18085,,N 17TH ST & W STILES ST,,
-8367234.27062583,4861969.38825501,70,,,,18147,18147,,N 17TH ST & W FLORA ST,,
-8367249.47679364,4861887.33736772,71,,,,18256,18256,,N 17TH ST & W GIRARD AVE,,
-8367381.14041357,4862170.97241513,72,,,,17885,17885,,N 18TH ST & W THOMPSON ST,,
-8367372.90098635,4862222.43783733,73,,,,17814,17814,,N 18TH ST & SEYBERT ST,,
-8367567.60827516,4862137.56065847,74,,,,17935,17935,,N 19TH ST & W CABOT ST,,
-8367392.58186772,4862108.36340345,75,,,,17971,17971,,N 18TH ST & W CABOT ST,,
-8367365.52281485,4862263.13881483,76,,,,17768,17753,,N 18TH ST & INGERSOLL ST,,
-8367547.83037492,4862254.43719654,77,,,,17782,17782,,N 19TH ST & SEYBERT ST,,
-8367541.28677769,4862293.71927316,78,,,,17735,17735,,N 19TH ST & INGERSOLL ST,,
-8367526.45862877,4862385.06691247,79,,,,17593,17593,,N 19TH ST & MASTER ST,,
-8367535.06407085,4862331.72668726,80,,,,17669,17669,,N 19TH ST & KERSHAW ST,,
-8367362.7418505,4862274.13946389,81,,,,17753,17753,,N 18TH ST & INGERSOLL ST,,
-8367358.74336054,4862301.61366686,82,,,,17710,17710,,N 18TH ST & KERSHAW ST,,
-8367350.27042109,4862354.87020298,83,,,,17633,17633,,N 18TH ST & MASTER ST,,
-8367679.85902116,4862316.27231781,84,,,,17701,17701,,INGERSOLL ST & RIDGE AVE,,
-8367456.40279508,4862060.09733903,85,,,,18039,18039,,N CLEVELAND ST & W STILES ST,,
-8367402.27340006,4862052.23395443,86,,,,18048,18048,,N 18TH ST & W STILES ST,,
-8367761.15652411,4862049.4566972,87,,,,18068,18068,,N 20TH ST & S COLLEGE AVE,,
-8367774.4055852,4861977.39565844,88,,,,18158,18158,,N 20TH ST & W GIRARD AVE,,
-8367599.36549645,4861947.16449144,89,,,,18197,18197,,N 19TH ST & W GIRARD AVE,,
-8367576.86886692,4862078.57666545,90,,,,18025,18025,,N 19TH ST & RIDGE AVE,,
-8367633.84310535,4862212.52289922,91,,,,17840,17840,,RIDGE AVE & W THOMPSON ST,,
-8367501.11884031,4861930.83164245,92,,,,18211,18211,,W GIRARD AVE & RIDGE AVE,,
-8367262.39227636,4862340.82392747,93,,,,17646,17646,,N BOUVIER ST & MASTER ST,,
-8367189.05016146,4862244.55837247,94,,,,17781,17781,,N 17TH ST & INGERSOLL ST,,
-8367784.55124366,4861911.86840477,95,,,,18244,18244,,N 20TH ST & W HARPER ST,,
-8367610.48116973,4861881.36830377,96,,,,18273,18273,,N 19TH ST & W HARPER ST,,
-8367616.17658769,4861846.6750957,97,,,,18329,18329,,N 19TH ST & CAMBRIDGE ST,,
-8367623.59032537,4861806.78959164,98,,,,18379,18379,,N 19TH ST & W GEORGE ST,,
-8367798.25496939,4861835.01527362,99,,,,18354,18354,,N 20TH ST & W GEORGE ST,,
-8367478.62927933,4861927.15661111,100,,,,18215,18215,,N CLEVELAND ST & W GIRARD AVE,,
-8367424.55492164,4861918.26658232,101,,,,18223,18223,,N 18TH ST & W GIRARD AVE,,
-8367471.33344785,4861880.86942419,102,,,,18268,18268,,GINNODO ST & RIDGE AVE,,
-8367567.98080148,4861809.83167386,103,,,,18373,18373,,GINNODO ST & LELAND ST,,
-8367805.55301242,4861789.33573169,104,,,,18411,18411,,N 20TH ST & POPLAR ST,,
-8367763.15504882,4861781.84195253,105,,,,18418,18418,,N OPAL ST & POPLAR ST,,
-8367716.83044018,4861775.2720267,106,,,,18423,18423,,POPLAR ST & N UBER ST,,
-8367433.47657189,4861855.07597081,107,,,,18305,18305,,N 18TH ST & W HARPER ST,,
-8367259.2046582,4861827.10142091,108,,,,18341,18341,,N 17TH ST & W HARPER ST,,
-8367115.55310116,4862184.81124446,109,,,,17862,17862,,SEYBERT ST & N SMEDLEY ST,,
-8367175.55603518,4862326.43681843,110,,,,17659,17659,,N 17TH ST & MASTER ST,,
-8367094.72188004,4862312.47738269,111,,,,17680,17680,,MASTER ST & N SMEDLEY ST,,
-8366835.54450091,4861631.50063356,112,,,,18566,18566,,N CARLISLE ST & POPLAR ST,,
-8366929.47770427,4861647.29608355,113,,,,18546,18546,,N 15TH ST & POPLAR ST,,
-8367104.99853843,4861675.55825749,114,,,,18520,18520,,N 16TH ST & POPLAR ST,,
-8367119.74008565,4861585.75476766,115,,,,18643,18643,,N 16TH ST & OGDEN ST,,
-8366945.28660122,4861557.02141239,116,,,,18668,18668,,N 15TH ST & OGDEN ST,,
-8367262.42405867,4861606.9721372,117,,,,18626,18626,,OGDEN ST & RIDGE AVE,,
-8367203.88479703,4861536.98017957,118,,,,18698,18698,,FRANCIS ST & RIDGE AVE,,
-8367173.22590377,4861501.61601304,119,,,,18740,18740,,PARRISH ST & RIDGE AVE,,
-8367134.66796425,4861497.69740065,120,,,,18743,18743,,N 16TH ST & PARRISH ST,,
-8366959.19360349,4861469.94088993,121,,,,18769,18769,,N 15TH ST & PARRISH ST,,
-8367139.74201215,4861461.50297263,122,,,,18788,18788,,N 16TH ST & RIDGE AVE,,
-8367384.36773658,4861590.96602643,123,,,,18646,18646,,LELAND ST & WYLIE ST,,
-8367297.27322086,4861468.64577969,124,,,,18782,18782,,FRANCIS ST & LELAND ST,,
-8367323.27059707,4861448.70040875,125,,,,18808,18808,,N 17TH ST & FRANCIS ST,,
-8367327.21896693,4861415.25877757,126,,,,18838,18838,,N 17TH ST & RENO ST,,
-8367147.72426842,4861419.24433764,127,,,,18831,18831,,N 16TH ST & PARRISH ST,,
-8367438.02499199,4861818.59100418,128,,,,18363,18363,,N 18TH ST & RIDGE AVE,,
-8367398.53945144,4861758.03439592,129,,,,18430,18430,,RIDGE AVE & VINEYARD ST,,
-8367439.57340923,4861728.81485116,130,,,,18466,18466,,POPLAR ST & VINEYARD ST,,
-8367364.37993708,4861717.28171067,131,,,,18478,18478,,POPLAR ST & RIDGE AVE,,
-8367153.24678167,4861386.97806004,132,,,,18866,18866,,N 16TH ST & RENO ST,,
-8367394.50475945,4861398.15028874,133,,,,18862,18862,,FRANCIS ST & PERKIOMEN ST,,
-8367264.7175265,4861789.67110535,134,,,,18386,18386,,N 17TH ST & CAMBRIDGE ST,,
-8367280.20360369,4861703.70033877,135,,,,18495,18495,,N 17TH ST & POPLAR ST,,
-8366904.74281792,4861460.53283707,136,,,,18780,18780,,BURNS ST & PARRISH ST,,
-8366864.22102613,4861453.68083639,137,,,,18787,18787,,N CARLISLE ST & PARRISH ST,,
-8366932.72749671,4861300.24826565,138,,,,18959,18959,,BROWN ST & BURNS ST,,
-8366984.87402284,4861309.62996117,139,,,,18949,18949,,N 15TH ST & BROWN ST,,
-8366988.94338966,4861290.24468208,140,,,,18971,18971,,N 15TH ST & RIDGE AVE,,
-8367010.57685324,4861314.84532669,141,,,,18942,18942,,BROWN ST & RIDGE AVE,,
-8366891.61409657,4861293.1303977,142,,,,18966,18966,,BROWN ST & N CARLISLE ST,,
-8366851.23355293,4861541.38522904,143,,,,18685,18685,,N CARLISLE ST & OGDEN ST,,
-8367173.82166699,4861264.49478002,144,,,,19001,19001,,N 16TH ST & SWAIN ST,,
-8366998.6312751,4861236.75569744,145,,,,19026,19026,,N 15TH ST & SWAIN ST,,
-8367160.70064457,4861337.32020977,146,,,,18918,18918,,N 16TH ST & BROWN ST,,
-8367336.50725644,4861366.05692397,147,,,,18899,18899,,N 17TH ST & BROWN ST,,
-8367297.13725118,4861285.38915533,148,,,,18983,18983,,N CHADWICK ST & SWAIN ST,,
-8367307.11331213,4861230.15919462,149,,,,19043,19043,,N CHADWICK ST & OLIVE ST,,
-8367348.19727865,4861292.6592351,150,,,,18981,18981,,N 17TH ST & SWAIN ST,,
-8367350.51535234,4861278.81281897,151,,,,18990,18990,,N 17TH ST & FOLSOM ST,,
-8367358.2615846,4861231.08519254,152,,,,19045,19045,,N 17TH ST & OLIVE ST,,
-8367179.47272621,4861226.77636587,153,,,,19042,19042,,N 16TH ST & OLIVE ST,,
-8367189.82715722,4861167.56575911,154,,,,19109,19109,,N 16TH ST & FAIRMOUNT AVE,,
-8367368.57578445,4861170.93356794,155,,,,19115,19115,,N 17TH ST & FAIRMOUNT AVE,,
-8367492.17336903,4861173.97281977,156,,,,19118,19118,,N BOUVIER ST & FAIRMOUNT AVE,,
-8367537.21003865,4861235.44478826,157,,,,19048,19048,,N 18TH ST & OLIVE ST,,
-8367530.09550003,4861284.33321871,158,,,,18989,18989,,N 18TH ST & FOLSOM ST,,
-8367532.19071884,4861299.34372259,159,,,,18979,18979,,N 18TH ST & FRANCIS ST,,
-8367420.10461002,4861379.41429235,160,,,,18887,18887,,BROWN ST & FRANCIS ST,,
-8367498.99489813,4861136.08889215,161,,,,19174,19174,,N BOUVIER ST & MELON ST,,
-8367509.35665754,4861076.6574771,162,,,,19240,19240,,N BOUVIER ST & NORTH ST,,
-8367204.47446498,4861083.36178426,163,,,,19223,19223,,N 16TH ST & MELON ST,,
-8367547.79866632,4861176.31922131,164,,,,19114,19114,,N 18TH ST & FAIRMOUNT AVE,,
-8367605.90433689,4861177.74981298,165,,,,19116,19116,,FAIRMOUNT AVE & SHIRLEY ST,,
-8367387.14782326,4861057.50546033,166,,,,19257,19257,,N 17TH ST & NORTH ST,,
-8367562.98113076,4861085.17278734,167,,,,19230,19230,,N 18TH ST & NORTH ST,,
-8367212.93837478,4861028.29337938,168,,,,19283,19283,,N 16TH ST & NORTH ST,,
-8367138.34359626,4861017.80030809,169,,,,19291,19291,,NORTH ST & N SYDENHAM ST,,
-8367228.36755306,4860940.55422872,170,,,,19374,19374,,N 16TH ST & WALLACE ST,,
-8367402.18765479,4860967.51891264,171,,,,19355,19355,,N 17TH ST & WALLACE ST,,
-8367577.3105157,4860997.63880912,172,,,,19334,19334,,N 18TH ST & WALLACE ST,,
-8367753.36545246,4861025.13149786,173,,,,19306,19306,,N 19TH ST & WALLACE ST,,
-8367009.69366912,4861161.85426278,174,,,,19110,19110,,N 15TH ST & FAIRMOUNT AVE,,
-8367024.85520654,4861078.2649596,175,,,,19221,19221,,N 15TH ST & MELON ST,,
-8367124.71572907,4861094.61163659,176,,,,19205,19205,,MELON ST & N SYDENHAM ST,,
-8367037.65227406,4861000.68322189,177,,,,19307,19307,,N 15TH ST & NORTH ST,,
-8367051.92961967,4860912.74916137,178,,,,19399,19399,,N 15TH ST & WALLACE ST,,
-8367068.12866946,4860813.51928781,179,,,,19497,19497,,N 15TH ST & MOUNT VERNON ST,,
-8367243.67471832,4860841.53854779,180,,,,19475,19475,,N 16TH ST & MOUNT VERNON ST,,
-8367420.3408901,4860869.70906528,181,,,,19455,19455,,N 17TH ST & MOUNT VERNON ST,,
-8367260.12162847,4860742.30804208,182,,,,19579,19579,,N 16TH ST & GREEN ST,,
-8367275.37944909,4860647.1271316,183,,,,19701,19701,,N 16TH ST & BRANDYWINE ST,,
-8367101.864181,4860618.6312982,184,,,,19726,19726,,N 15TH ST & BRANDYWINE ST,,
-8367594.13487738,4860897.51452294,185,,,,19429,19429,,N 18TH ST & MOUNT VERNON ST,,
-8367452.95368198,4860675.09376109,186,,,,19670,19670,,N 17TH ST & BRANDYWINE ST,,
-8367434.72540197,4860770.00793263,187,,,,19552,19552,,N 17TH ST & GREEN ST,,
-8367610.08637568,4860799.97541601,188,,,,19529,19529,,N 18TH ST & GREEN ST,,
-8368138.82475429,4861088.20569115,189,,,,19245,19245,,N 21ST ST & WALLACE ST,,
-8368130.5621516,4861135.28250484,190,,,,19191,19191,,N 21ST ST & NORTH ST,,
-8367927.09606624,4861054.27679589,191,,,,19277,19277,,N 20TH ST & WALLACE ST,,
-8367919.36450844,4861100.4563199,192,,,,19228,19228,,N 20TH ST & NORTH ST,,
-8367913.79749141,4861133.70669851,193,,,,19184,19184,,N 20TH ST & NORTH ST,,
-8367906.0977025,4861185.70142431,194,,,,19119,19119,,N 20TH ST & FAIRMOUNT AVE,,
-8367972.96562542,4861187.01390711,195,,,,19124,19124,,N CAPITOL ST & FAIRMOUNT AVE,,
-8368036.02159289,4861189.26684885,196,,,,19121,19121,,CORINTHIAN AVE & FAIRMOUNT AVE,,
-8367816.35455405,4861183.5261562,197,,,,19117,19117,,FAIRMOUNT AVE & N UBER ST,,
-8368121.08884631,4861190.63049008,198,,,,19125,19125,,N 21ST ST & FAIRMOUNT AVE,,
-8368303.98521029,4861193.48274664,199,,,,19128,19127,,N 22ND ST & FAIRMOUNT AVE,,
-8368329.83959671,4861194.91518683,200,,,,19127,19127,,N 22ND ST & FAIRMOUNT AVE,,
-8368315.74997519,4861116.25808572,201,,,,19220,19220,,N 22ND ST & WALLACE ST,,
-8367727.09005105,4861182.19381351,202,,,,19112,19112,,N 19TH ST & FAIRMOUNT AVE,,
-8367715.57090716,4861242.8930777,203,,,,19041,19041,,N 19TH ST & OLIVE ST,,
-8367997.31038249,4861472.88257183,204,,,,18806,18806,,BROWN ST & CORINTHIAN AVE,,
-8367926.70113244,4861461.36988968,205,,,,18813,18813,,BROWN ST & N CAPITOL ST,,
-8367861.57413339,4861451.55272557,206,,,,18821,18821,,N 20TH ST & BROWN ST,,
-8367773.72892192,4861438.11886283,207,,,,18830,18830,,BROWN ST & N UBER ST,,
-8367686.77031053,4861423.44183083,208,,,,18842,18842,,N 19TH ST & BROWN ST,,
-8368089.13201072,4861488.06158448,209,,,,18790,18790,,BROWN ST & N WOODSTOCK ST,,
-8367698.62013588,4861353.07618394,210,,,,18919,18919,,N 19TH ST & SHIRLEY ST,,
-8367488.14740802,4861693.54574538,211,,,,18514,18514,,LELAND ST & VINEYARD ST,,
-8367481.33042389,4861522.15373483,212,,,,18726,18726,,PERKIOMEN ST & WYLIE ST,,
-8367548.66735532,4861473.35664662,213,,,,18789,18789,,CAMERON ST & WYLIE ST,,
-8367565.00407242,4861640.42363918,214,,,,18589,18589,,PERKIOMEN ST & VINEYARD ST,,
-8367632.80526828,4861731.99602529,215,,,,18469,18469,,N 19TH ST & PERKIOMEN ST,,
-8367633.78814376,4861589.07025504,216,,,,18655,18655,,CAMERON ST & VINEYARD ST,,
-8366637.68226008,4862236.19075275,217,,,,17774,17774,,N BROAD ST & MASTER ST,,
-8366668.22933283,4862050.60307185,218,,,,18026,18026,,N BROAD ST & W THOMPSON ST,,
-8366688.25999483,4861931.36527111,219,,,,18176,18176,,N BROAD ST & W STILES ST,,
-8366711.01167235,4861798.16270119,220,,,,18361,18361,,N BROAD ST & W GIRARD AVE,,
-8366740.09573272,4861614.393019,221,,,,18594,18594,,N BROAD ST & POPLAR ST,,
-8366770.59761421,4861439.09998846,222,,,,18805,18805,,N BROAD ST & PARRISH ST,,
-8366790.95729284,4861320.28869294,223,,,,18926,18926,,N BROAD ST & BROWN ST,,
-8366796.98339532,4861278.36067719,224,,,,18978,18926,,N BROAD ST & BROWN ST,,
-8366835.71788172,4861046.78681387,225,,,,19251,19251,,N BROAD ST & MELON ST,,
-8366848.63787274,4860970.74944479,226,,,,19337,19337,,N BROAD ST & NORTH ST,,
-8366826.9365471,4861101.42129012,227,,,,19185,19185,,N BROAD ST & RIDGE AVE,,
-8366862.83410017,4860881.90947381,228,,,,19422,19422,,N BROAD ST & WALLACE ST,,
-8366879.87088865,4860781.77111101,229,,,,19520,19520,,N BROAD ST & MOUNT VERNON ST,,
-8366890.45688273,4860719.50134256,230,,,,19590,19590,,N BROAD ST & MOUNT VERNON ST,,
-8367085.07062294,4860713.06772738,231,,,,19611,19611,,N 15TH ST & GREEN ST,,
-8366896.69534055,4860682.90311719,232,,,,19639,19639,,N BROAD ST & GREEN ST,,
-8366905.50569212,4860629.69686906,233,,,,19708,19708,,N BROAD ST & GREEN ST,,
-8366913.55552622,4860586.74223259,234,,,,19751,19751,,BRANDYWINE ST & N BROAD ST,,
-8366918.23929032,4860552.92511096,235,,,,19779,19751,,BRANDYWINE ST & N BROAD ST,,
-8367747.35814055,4861597.27232854,236,,,,18652,18652,,PARRISH ST & N UBER ST,,
-8367822.35171949,4861691.66257783,237,,,,18526,18526,,N 20TH ST & OGDEN ST,,
-8367962.18929129,4861714.8047498,238,,,,18503,18503,,CORINTHIAN AVE & OGDEN ST,,
-8367947.7649683,4861813.11703355,239,,,,18382,18382,,CORINTHIAN AVE & POPLAR ST,,
-8368033.0432071,4861824.78652048,240,,,,18371,18371,,POPLAR ST & N WOODSTOCK ST,,
-8368063.79343567,4861637.63148566,241,,,,18614,18614,,PARRISH ST & N WOODSTOCK ST,,
-8367904.36183526,4861622.56908587,242,,,,18630,18630,,N CAPITOL ST & PARRISH ST,,
-8367834.73660977,4861611.66098814,243,,,,18637,18637,,N 20TH ST & PARRISH ST,,
-8367795.77281796,4861604.34112305,244,,,,18644,18644,,N OPAL ST & PARRISH ST,,
-8367659.7744591,4861580.3329205,245,,,,18665,18665,,N 19TH ST & PARRISH ST,,
-8367459.89158026,4861352.57167638,246,,,,18913,18913,,CAMERON ST & FRANCIS ST,,
-8367975.2494595,4861633.42449339,247,,,,18620,18620,,CORINTHIAN AVE & PARRISH ST,,
-8368108.17920707,4861836.87503108,248,,,,18365,18365,,N 21ST ST & POPLAR ST,,
-8368139.12332859,4861650.53079034,249,,,,18596,18596,,N 21ST ST & PARRISH ST,,
-8368182.36588578,4861849.91162957,250,,,,18349,18349,,N BEECHWOOD ST & POPLAR ST,,
-8368214.82230439,4861662.74984825,251,,,,18577,18577,,N BEECHWOOD ST & PARRISH ST,,
-8368372.27384829,4861533.32176408,252,,,,18744,18744,,BROWN ST & N CROSKEY ST,,
-8368315.37315307,4861525.30053165,253,,,,18752,18752,,N 22ND ST & BROWN ST,,
-8368258.34236242,4861860.57259354,254,,,,18333,18333,,N 22ND ST & POPLAR ST,,
-8368372.50998384,4861880.64123506,255,,,,18309,18309,,N 23RD ST & POPLAR ST,,
-8368383.24405352,4861816.68014887,256,,,,18396,18396,,N 23RD ST & OGDEN ST,,
-8368390.57704344,4861768.3797461,257,,,,18453,18453,,N 23RD ST & MYRTLE ST,,
-8368402.71790153,4861703.98274018,258,,,,18531,18531,,N 23RD ST & PARRISH ST,,
-8368277.81503498,4861749.007598,259,,,,18470,18470,,N 22ND ST & MYRTLE ST,,
-8368269.6981569,4861798.46969949,260,,,,18415,18415,,N 22ND ST & OGDEN ST,,
-8368428.5504975,4861542.99694492,261,,,,18735,18735,,N 23RD ST & BROWN ST,,
-8368464.49460519,4861713.90807643,262,,,,18522,18522,,JUDSON ST & PARRISH ST,,
-8368436.75330059,4861890.39725552,263,,,,18300,18300,,JUDSON ST & POPLAR ST,,
-8368483.93666194,4861898.34815498,264,,,,18285,18285,,N BUCKNELL ST & POPLAR ST,,
-8368163.8188092,4861499.98277844,265,,,,18774,18774,,N 21ST ST & BROWN ST,,
-8368238.63865278,4861512.92955614,266,,,,18762,18762,,N BEECHWOOD ST & BROWN ST,,
-8368548.47318178,4861909.30068294,267,,,,18272,18272,,N 24TH ST & POPLAR ST,,
-8368578.41176301,4861731.44918663,268,,,,18506,18506,,N 24TH ST & PARRISH ST,,
-8368605.47397446,4861572.08460775,269,,,,18702,18702,,N 24TH ST & BROWN ST,,
-8368643.17140192,4861740.90943618,270,,,,18499,18499,,PARRISH ST & N RINGGOLD ST,,
-8368614.67142487,4861920.6850515,271,,,,18263,18263,,S COLLEGE AVE & POPLAR ST,,
-8367905.6678321,4860106.56886546,272,,,,20182,20182,,N 19TH ST & WOOD ST,,
-8367731.20503049,4860079.42673719,273,,,,20197,20197,,N 18TH ST & WOOD ST,,
-8367724.05330791,4860123.11872484,274,,,,20161,20161,,N 18TH ST & CARLTON ST,,
-8367897.83046129,4860151.55149335,275,,,,20145,20145,,N 19TH ST & CARLTON ST,,
-8367886.6045856,4860219.4558659,276,,,,20098,20098,,N 19TH ST & CALLOWHILL ST,,
-8368027.07990053,4860460.39644134,277,,,,19900,19900,,N 20TH ST & HAMILTON ST,,
-8368053.025741,4860303.75738787,278,,,,20037,20037,,N 20TH ST & SHAMOKIN ST,,
-8368081.33763984,4860136.9831881,279,,,,20157,20157,,N 20TH ST & WOOD ST,,
-8367873.38670623,4860302.59632115,280,,,,20034,20034,,N 19TH ST & SHAMOKIN ST,,
-8367749.85100327,4859971.78354226,281,,,,20278,20278,,N 18TH ST & VINE ST,,
-8367924.49296342,4860000.59167095,282,,,,20258,20258,,N 19TH ST & VINE ST,,
-8368099.1495082,4860029.33424393,283,,,,20240,20240,,BENJAMIN FRANKLIN PKWY & VINE ST,,
-8367555.42129158,4860050.84612778,284,,,,20213,20213,,N 17TH ST & WOOD ST,,
-8367570.48468217,4859942.66726641,285,,,,20299,20299,,N 17TH ST & VINE ST,,
-8367378.77118354,4860021.64405436,286,,,,20218,20218,2006/05/29 00:00:00+00,N 16TH ST & WOOD ST,,
