the_geom,the_geom_webmercator,street,city,state,latitude,longitude,district_number,block,side,lat,lng
0101000020E6100000BCDC75D611CC52C080E78C32DFFA4340,0101000020110F0000362C4ADAC8ED5FC19959D483368A5241,N NATRONA ST,Philadelphia, PA,39.959936446,-75.1885887289999,3,200,E/S,39.95993644600003,-75.18858872899995
0101000020E6100000E08787863ECB52C048284F56D5F84340,0101000020110F00004549E8EA61EC5FC115E10558F4875241,BAINBRIDGE ST,Philadelphia, PA,39.944010533,-75.175691254,1,1700,N/S,39.94401053300004,-75.17569125399996
0101000020E6100000280A3F61DECB52C01845524F02F84340,0101000020110F0000DA88427271ED5FC143FA85950A875241,OAKFORD ST,Philadelphia, PA,39.937570491,-75.1854479899999,26,2100,B/S,39.93757049100003,-75.18544798999994
0101000020E610000068E5B6613AC952C050B4807D72F84340,0101000020110F0000B7580632F5E85FC141D39BD886875241,S 12TH ST,Philadelphia, PA,39.9409939650001,-75.144188336,24,2000,E/S,39.940993965000075,-75.14418833599996
0101000020E61000001884DFA4AECB52C01012F53188F64340,0101000020110F0000ABF5B95C20ED5FC12EB3F3CA67855241,SNYDER AVE,Philadelphia, PA,39.9260313460001,-75.182534426,24,1000,N/S,39.92603134600006,-75.18253442599996
0101000020E610000074C87B72A0CA52C000584BDE99F54340,0101000020110F000070F3DB6755EB5FC1E01519DD5F845241,S JESSUP ST,Philadelphia, PA,39.9187581890001,-75.1660429199999,24,1900,W/S,39.91875818900007,-75.16604291999994
0101000020E6100000B83D7F0F5BCB52C090AD43AF2BF94340,0101000020110F0000D144216392EC5FC1C1BBCFFF53885241,VANPELT ST,Philadelphia, PA,39.9466456490001,-75.1774328939999,6,200,W/S,39.94664564900006,-75.17743289399994
0101000020E6100000A8D664BBB2CC52C0F07C68B4CFFA4340,0101000020110F0000DC8BD625DAEE5FC1A0713A59258A5241,POWELTON AVE,Philadelphia, PA,39.959463645,-75.198408936,3,4099,B/S,39.95946364500003,-75.19840893599996
0101000020E610000044C301AB85CB52C09044D85898F64340,0101000020110F00002C0FA2C2DAEC5FC14F524AAE79855241,EMILY ST,Philadelphia, PA,39.926524263,-75.180033447,24,1100,S/S,39.92652426300003,-75.18003344699997
0101000020E610000044B260453AC952C070E7604274F84340,0101000020110F0000B65BE401F5E85FC13F7045CE88875241,S 19TH ST,Philadelphia, PA,39.9410479520001,-75.14418158,1,299,E/S,39.941047952000076,-75.14418157999995
0101000020E61000009496D39621CB52C0E87BF490ADF84340,0101000020110F00006BB62DC430EC5FC1FF277949C8875241,FITZWATER ST,Philadelphia, PA,39.9427968210001,-75.17392512,1,2300,B/S,39.94279682100006,-75.17392511999998
0101000020E61000009496D39621CB52C0E87BF490ADF84340,0101000020110F00006BB62DC430EC5FC1FF277949C8875241,FITZWATER ST,Philadelphia, PA,39.9427968210001,-75.17392512,1,1700,B/S,39.94279682100006,-75.17392511999998
0101000020E6100000B0B9F590ACC652C04884C59CB8FF4340,0101000020110F0000FCA6C39F9EE45FC1A292C76C968F5241,E TIOGA,Philadelphia, PA,39.9978214230001,-75.1042826079999,19,1800,B/S,39.99782142300006,-75.10428260799995
0101000020E61000007CEB506E77CD52C0406591CDE5084440,0101000020110F00004D95BD4228F05FC1B9C2C537C4995241,W GRAVERS LN,Philadelphia, PA,40.069513031,-75.2104144849999,21,100,S/S,40.06951303100004,-75.21041448499994
0101000020E6100000B0DB164E3AC952C0688C857772F84340,0101000020110F00003483B010F5E85FC14DB9FBD186875241,S 06TH ST,Philadelphia, PA,39.9409932520001,-75.144183657,22,700,B/S,39.940993252000055,-75.14418365699999
0101000020E61000005811414426CF52C058A263A9E3F94340,0101000020110F0000B2D5171404F35FC1778616D21F895241,RODMAN ST,Philadelphia, PA,39.9522601830001,-75.2367106089999,4,1100,S/S,39.95226018300008,-75.23671060899994
0101000020E6100000A811529BBECE52C0C018BA1442FA4340,0101000020110F00005BE7700054F25FC11008496E88895241,SPRUCE ST,Philadelphia, PA,39.9551416310001,-75.2303837109999,5,400,S/S,39.95514163100006,-75.23038371099994
0101000020E61000001CE4B08C11CC52C09017A6173E064440,0101000020110F00001626FC5CC8ED5FC1B9AE0EFBD1965241,PELHAM RD,Philadelphia, PA,40.048769909,-75.188571141,21,UNIT,S/S,40.04876990900004,-75.18857114099995
0101000020E610000068156585AEC952C0E876007557034440,0101000020110F00007D9D4678BAE95FC1AF6D892E9A935241,MENTOR ST,Philadelphia, PA,40.026106477,-75.151276921,11,1300,S/S,40.02610647700004,-75.15127692099998
0101000020E6100000D8100CB520CC52C0802211E58E014440,0101000020110F0000F30C291CE2ED5FC178886BDB9F915241,CONRAD ST,Philadelphia, PA,40.0121733030001,-75.18949629,8,3300,B/S,40.012173303000054,-75.18949628999997
0101000020E610000050DD26533AC952C018CB944674F84340,0101000020110F0000E2E84919F5E85FC1EB3AEDD288875241,S 23RD ST,Philadelphia, PA,39.9410484530001,-75.144184864,1,300,E/S,39.941048453000064,-75.14418486399995
0101000020E610000000748D0698CA52C0909F56D6D8FD4340,0101000020110F0000FD20CB1947EB5FC113AF9894828D5241,MONUMENT ST,Philadelphia, PA,39.9831798480001,-75.165528906,17,1700,N/S,39.98317984800008,-75.16552890599996
0101000020E61000009464969DDBD052C018F34C32A9FD4340,0101000020110F00005529AFF5EAF55FC18D3488C64D8D5241,GREENHILL RD,Philadelphia, PA,39.981725967,-75.263404271,3,6900,N/S,39.981725967000045,-75.26340427099996
0101000020E6100000EC9A326597C952C09077CF6DC1004440,0101000020110F0000DBA5393093E95FC1F7A4CE07BC905241,TIOGA ST,Philadelphia, PA,40.0059029830001,-75.149865436,16,1600,S/S,40.005902983000055,-75.14986543599997
0101000020E6100000607441C979CB52C040AC572EE7F64340,0101000020110F00000C9CE993C6EC5FC11ACC87FDD0855241,MCCLELLAN ST,Philadelphia, PA,39.928930085,-75.179308237,24,1300,S/S,39.92893008500005,-75.17930823699999
0101000020E610000090265F8213CC52C0608ED69F24024440,0101000020110F000050DE23B1CBED5FC140CA16E545925241,MIDVALE AVE,Philadelphia, PA,40.016742687,-75.188690751,8,2900,N/S,40.01674268700003,-75.18869075099997
0101000020E6100000FC9E399A0CCF52C0385CAE6297F94340,0101000020110F000009D13C7CD8F25FC11EE9A550CB885241,CATHARINE ST,Philadelphia, PA,39.9499324180001,-75.235144192,22,1100,N/S,39.94993241800006,-75.23514419199995
0101000020E61000009484B8303AC952C010FF113C74F84340,0101000020110F0000E0DACDDEF4E85FC1C28F48C788875241,S 13TH ST,Philadelphia, PA,39.9410472000001,-75.144176655,24,2300,B/S,39.94104720000007,-75.14417665499997
0101000020E6100000A811529BBECE52C0C018BA1442FA4340,0101000020110F00005BE7700054F25FC11008496E88895241,SPRUCE ST,Philadelphia, PA,39.9551416310001,-75.2303837109999,1,1600,S/S,39.95514163100006,-75.23038371099994
0101000020E61000009C0FFC93CBC852C088533D9EF8FB4340,0101000020110F0000A470FAFB38E85FC1AF53A05B6E8B5241,N HOWARD ST,Philadelphia, PA,39.968524723,-75.137425419,25,1900,B/S,39.96852472300003,-75.13742541899995
0101000020E6100000DCF8F6883AC952C0984F7B8972F84340,0101000020110F0000C603B274F5E85FC11BC9E0E586875241,S 24TH ST,Philadelphia, PA,39.940995393,-75.144197694,1,299,B/S,39.94099539300004,-75.14419769399996
0101000020E6100000982FF45DF1CB52C0582432885C014440,0101000020110F00000E30A9B291ED5FC19C5FED0268915241,CRAWFORD ST,Philadelphia, PA,40.0106363530001,-75.186606873,8,3400,B/S,40.01063635300005,-75.18660687299996
0101000020E6100000CCC7434C3AC952C060C6794474F84340,0101000020110F00004F22970DF5E85FC1162598D088875241,S 21ST ST,Philadelphia, PA,39.941048202,-75.144183222,1,300,E/S,39.94104820200005,-75.14418322199998
0101000020E610000004DB58EEA4CE52C0C8F79F4B64FA4340,0101000020110F00007389956328F25FC1D89DD356AE895241,LOCUST ST,Philadelphia, PA,39.9561857730001,-75.228816592,1,2000,S/S,39.95618577300007,-75.22881659199999
0101000020E6100000340CDFF56BCD52C0B8430BEF83094440,0101000020110F0000F3BFE4C614F05FC1433440B8739A5241,W EVERGREEN AVE,Philadelphia, PA,40.074338799,-75.209714382,21,99,S/S,40.07433879900003,-75.20971438199996
0101000020E6100000ACF8E17B3AC952C0D81B7D8572F84340,0101000020110F00006666795EF5E85FC12C7774E186875241,N 20TH ST,Philadelphia, PA,39.9409949170001,-75.144194575,17,800,B/S,39.94099491700007,-75.14419457499997
0101000020E6100000402B7EF3C5CE52C0D84CC0476EFB4340,0101000020110F00008F521A7A60F25FC1F4D77C0FD58A5241,SPRING ST,Philadelphia, PA,39.9643029870001,-75.230831979,10,900,S/S,39.96430298700005,-75.23083197899996
0101000020E6100000ECEAD32C5BCC52C0903DD65422FB4340,0101000020110F00009627716C45EE5FC1073D16E7808A5241,HAMILTON ST,Philadelphia, PA,39.9619852110001,-75.1930648869999,6,2000,N/S,39.96198521100007,-75.19306488699993
0101000020E610000050DD26533AC952C018CB944674F84340,0101000020110F0000E2E84919F5E85FC1EB3AEDD288875241,S 23RD ST,Philadelphia, PA,39.9410484530001,-75.144184864,1,299,E/S,39.941048453000064,-75.14418486399995
0101000020E610000024EF56753AC952C0F0017E8372F84340,0101000020110F0000422E5C53F5E85FC12A4E3EDF86875241,S 18TH ST,Philadelphia, PA,39.940994679,-75.144193015,1,300,E/S,39.94099467900003,-75.14419301499998
0101000020E6100000C802ACA93AC952C040AB749372F84340,0101000020110F0000B17640ACF5E85FC10A35EDF086875241,N 34TH ST,Philadelphia, PA,39.940996582,-75.144205492,3,500,W/S,39.940996582000025,-75.14420549199997
0101000020E6100000C0296B8265CA52C068E0C369E4F94340,0101000020110F00004E3B434BF1EA5FC1111639A720895241,STILES,Philadelphia, PA,39.952283116,-75.1624456449999,3,5000,S/S,39.95228311600005,-75.16244564499993
0101000020E610000068FE411FAACF52C0F07F276A3FF94340,0101000020110F0000180C5D0CE4F35FC1C71D4DDB69885241,ELLSWORTH ST,Philadelphia, PA,39.9472477620001,-75.2447584289999,23,1200,B/S,39.947247762000075,-75.24475842899994
0101000020E6100000F07BD0F03CCF52C0A0F27B1786F64340,0101000020110F0000B105B9972AF35FC199119A7665855241,UPLAND ST,Philadelphia, PA,39.9259671550001,-75.238094524,2,5000,N/S,39.92596715500008,-75.23809452399996
0101000020E6100000CC1C55F70FCC52C0C0C700C059014440,0101000020110F0000295771ACC5ED5FC1417135ED64915241,INDIAN QUEEN LN,Philadelphia, PA,40.0105514530001,-75.188474496,8,3400,N/S,40.01055145300006,-75.18847449599997
0101000020E610000090586B8B3FC952C0186155ED75F84340,0101000020110F00002DD312F7FDE85FC1719338A78A875241,S 57TH ST,Philadelphia, PA,39.9410988490001,-75.1445034549999,2,100,W/S,39.94109884900007,-75.14450345499995
0101000020E61000007C9899A623CC52C01839813F75F94340,0101000020110F00009B4C251CE7ED5FC168B6D77EA5885241,SOUTH ST,Philadelphia, PA,39.948890627,-75.189675951,1,1600,N/S,39.948890627000026,-75.18967595099997
0101000020E6100000446310FF40CC52C0A8CD320A50F64340,0101000020110F00003663D2F418EE5FC16E503A9A29855241,DALY,Philadelphia, PA,39.924317622,-75.191467062,24,1100,S/S,39.924317622000046,-75.19146706199996
0101000020E6100000F8EB5933D9CA52C07815C641C2F54340,0101000020110F0000E1609ACEB5EB5FC1E30DCB968C845241,S JUNIPER ST,Philadelphia, PA,39.9199907510001,-75.1695068719999,22,700,E/S,39.91999075100006,-75.16950687199994
0101000020E6100000DCF8F6883AC952C0984F7B8972F84340,0101000020110F0000C603B274F5E85FC11BC9E0E586875241,S 24TH ST,Philadelphia, PA,39.940995393,-75.144197694,1,500,B/S,39.94099539300004,-75.14419769399996
0101000020E610000014BDB62BF2CD52C0282C6CFE86FB4340,0101000020110F00008D8025BFF8F05FC1A0702272F08A5241,ASPEN ST,Philadelphia, PA,39.965057185,-75.21790593,17,2400,B/S,39.965057185000035,-75.21790592999997
0101000020E6100000ACA694D271CB52C0B06D2452D8F64340,0101000020110F00009F93040DB9EC5FC1236A4688C0855241,SIGEL ST,Philadelphia, PA,39.9284765890001,-75.178822179,24,1300,N/S,39.92847658900007,-75.17882217899995
0101000020E610000018E657B57CCC52C01062C8336DFB4340,0101000020110F000079031B627EEE5FC138A4AFDDD38A5241,MT VERNON,Philadelphia, PA,39.964270089,-75.195111595,3,3200,S/S,39.964270089000024,-75.19511159499996
0101000020E610000010082F526CC952C0885442FEB9014440,0101000020110F0000E67ABB054AE95FC1C8AC07A6CF915241,OLD YORK RD,Philadelphia, PA,40.0134885620001,-75.147236391,13,3400,B/S,40.01348856200008,-75.14723639099998
0101000020E6100000E808BA9F4EC552C0C0B0F13DFC024440,0101000020110F0000521C3B364CE25FC1B77A3E0435935241,DYRE ST,Philadelphia, PA,40.023322814,-75.082923824,12,1600,B/S,40.02332281400004,-75.08292382399998
0101000020E6100000F029AEC770CB52C028DE1438D4F74340,0101000020110F00009629A947B7EC5FC14C19FC87D7865241,TITAN ST,Philadelphia, PA,39.936163912,-75.1787585449999,26,1600,N/S,39.93616391200004,-75.17875854499994
0101000020E6100000B424FB782CCF52C038E3A34E4BFA4340,0101000020110F0000869EB49E0EF35FC1B0572FA792895241,DELANCEY ST,Philadelphia, PA,39.9554231930001,-75.237089391,5,300,S/S,39.95542319300006,-75.23708939099998
0101000020E6100000D4A51E205ACF52C0782746D3EFF44340,0101000020110F000038967C2A5CF35FC197922292A3835241,PASSYUNK AVE,Philadelphia, PA,39.9135688870001,-75.239875822,7,700,E/S,39.913568887000054,-75.23987582199999
0101000020E6100000905F900B66C952C0E8DF563060FA4340,0101000020110F0000781DBA5C3FE95FC1EF5508CAA9895241,N LAWRENCE ST,Philadelphia, PA,39.9560604500001,-75.146853343,10,800,E/S,39.95606045000005,-75.14685334299998
0101000020E6100000A00B709575CC52C0C8CC04E447FB4340,0101000020110F000037A8044872EE5FC198176F85AA8A5241,BRANDYWINE ST,Philadelphia, PA,39.96313143,-75.194676742,3,3600,S/S,39.96313143000003,-75.19467674199996
0101000020E61000009484B8303AC952C010FF113C74F84340,0101000020110F0000E0DACDDEF4E85FC1C28F48C788875241,N 13TH ST,Philadelphia, PA,39.9410472000001,-75.144176655,11,5600,B/S,39.94104720000007,-75.14417665499997
0101000020E6100000B47D765DABCB52C058B1D0F2AFF64340,0101000020110F0000A853E7CA1AED5FC1416CC2D193855241,MCKEAN ST,Philadelphia, PA,39.9272445220001,-75.182334295,24,900,B/S,39.92724452200008,-75.18233429499998
0101000020E6100000189A9B373AC952C0C0032D3E74F84340,0101000020110F000073A180EAF4E85FC18EA59DC988875241,S 15TH ST,Philadelphia, PA,39.941047451,-75.1441782969999,1,500,W/S,39.94104745100003,-75.14417829699994
0101000020E6100000CC9DFDD4FACA52C0383A807BE7F54340,0101000020110F00006226F1EEEEEB5FC11E65F8CFB5845241,CARLISLE ST,Philadelphia, PA,39.921126783,-75.1715595699999,16,3400,B/S,39.921126783000034,-75.17155956999994
0101000020E6100000E814CA133FC952C0380194C675F84340,0101000020110F000053BBDE2BFDE85FC1AE644A7C8A875241,S 51ST ST,Philadelphia, PA,39.941094229,-75.144474933,2,UNIT,B/S,39.94109422900004,-75.14447493299997
0101000020E6100000C0296B8265CA52C068E0C369E4F94340,0101000020110F00004E3B434BF1EA5FC1111639A720895241,CARPENTERST,Philadelphia, PA,39.952283116,-75.1624456449999,22,600,B/S,39.95228311600005,-75.16244564499993
0101000020E6100000E08787863ECB52C048284F56D5F84340,0101000020110F00004549E8EA61EC5FC115E10558F4875241,BAINBRIDGE ST,Philadelphia, PA,39.944010533,-75.175691254,7,100,B/S,39.94401053300004,-75.17569125399996
0101000020E610000008CE06B77AC552C06894BFCC0E024440,0101000020110F0000B877D81A97E25FC1C5134AB12D925241,GRISCOM ST,Philadelphia, PA,40.0160766540001,-75.0856149259999,12,4500,B/S,40.016076654000074,-75.08561492599995
0101000020E6100000A811529BBECE52C0C018BA1442FA4340,0101000020110F00005BE7700054F25FC11008496E88895241,SPRUCE ST,Philadelphia, PA,39.9551416310001,-75.2303837109999,1,2400,B/S,39.95514163100006,-75.23038371099994
0101000020E6100000189A9B373AC952C0C0032D3E74F84340,0101000020110F000073A180EAF4E85FC18EA59DC988875241,N 15TH ST,Philadelphia, PA,39.941047451,-75.1441782969999,6,600,B/S,39.94104745100003,-75.14417829699994
0101000020E6100000E0322C4EAECE52C0E0BCA041A7FA4340,0101000020110F0000B6E8ED4F38F25FC16C24F987F8895241,SANSOM ST,Philadelphia, PA,39.9582292590001,-75.2293887549999,2,4200,N/S,39.95822925900006,-75.22938875499995
0101000020E610000010DD1D93F1CE52C0A8E52E2C39FB4340,0101000020110F00001E866F93AAF25FC12AD65D369A8A5241,ARCH ST,Philadelphia, PA,39.962682269,-75.233494548,3,6200,N/S,39.96268226900003,-75.23349454799995
0101000020E6100000C4DD2D842DCA52C028BFFF08A3FB4340,0101000020110F0000DC4F1D2F92EA5FC1DF24E1840F8B5241,PARK AVE,Philadelphia, PA,39.965912938,-75.159028096,13,3300,W/S,39.96591293800003,-75.15902809599999
0101000020E6100000549B839061CF52C0D0B0B7B879F94340,0101000020110F0000DFC94ACD68F35FC1A48D9273AA885241,CHRISTIAN ST,Philadelphia, PA,39.949027147,-75.240329865,1,1800,B/S,39.94902714700004,-75.24032986499998
0101000020E610000040388CA096CF52C0885184FF6DF94340,0101000020110F000017E623EFC2F35FC1AAA8AE769D885241,CARPENTER ST,Philadelphia, PA,39.9486693760001,-75.243568551,1,2100,B/S,39.948669376000055,-75.24356855099995
0101000020E6100000E456101C3AC952C0703CC53574F84340,0101000020110F00000A5AB7BBF4E85FC13C104EC088875241,S 07TH ST,Philadelphia, PA,39.9410464490001,-75.14417173,5,500,E/S,39.941046449000055,-75.14417172999998
0101000020E6100000E08787863ECB52C048284F56D5F84340,0101000020110F00004549E8EA61EC5FC115E10558F4875241,BAINBRIDGE ST,Philadelphia, PA,39.944010533,-75.175691254,1,2400,B/S,39.94401053300004,-75.17569125399996
0101000020E6100000C0296B8265CA52C068E0C369E4F94340,0101000020110F00004E3B434BF1EA5FC1111639A720895241,ECHESTNUT HILL AVE,Philadelphia, PA,39.952283116,-75.1624456449999,21,100,S/S,39.95228311600005,-75.16244564499993
0101000020E6100000E0322C4EAECE52C0E0BCA041A7FA4340,0101000020110F0000B6E8ED4F38F25FC16C24F987F8895241,SANSOM ST,Philadelphia, PA,39.9582292590001,-75.2293887549999,2,3800,N/S,39.95822925900006,-75.22938875499995
0101000020E6100000F8C4FFF210C952C0D05BCD8BEAF94340,0101000020110F0000399273D1AEE85FC16CFAAE7227895241,N FRONT ST,Philadelphia, PA,39.9524702790001,-75.141659498,10,400,E/S,39.95247027900007,-75.14165949799997
0101000020E610000024EFAC7513CB52C0E05DB1D0D8F84340,0101000020110F0000D46715C418EC5FC1BD535E32F8875241,KATER ST,Philadelphia, PA,39.944116675,-75.173062724,1,1800,N/S,39.94411667500003,-75.17306272399998
0101000020E6100000286F0F8E2ECB52C018F09FCC11F94340,0101000020110F0000E82B3BCA46EC5FC161CEBE5237885241,LOMBARD ST,Philadelphia, PA,39.9458556920001,-75.174716487,4,1100,S/S,39.945855692000066,-75.17471648699996
0101000020E6100000549B839061CF52C0D0B0B7B879F94340,0101000020110F0000DFC94ACD68F35FC1A48D9273AA885241,CHRISTIAN ST,Philadelphia, PA,39.949027147,-75.240329865,22,700,B/S,39.94902714700004,-75.24032986499998
0101000020E61000009496D39621CB52C0E87BF490ADF84340,0101000020110F00006BB62DC430EC5FC1FF277949C8875241,FITZWATER ST,Philadelphia, PA,39.9427968210001,-75.17392512,7,300,N/S,39.94279682100006,-75.17392511999998
0101000020E610000008CE06B77AC552C06894BFCC0E024440,0101000020110F0000B877D81A97E25FC1C5134AB12D925241,GRISCOM ST,Philadelphia, PA,40.0160766540001,-75.0856149259999,12,4700,B/S,40.016076654000074,-75.08561492599995
0101000020E6100000087C276104C552C07057578E9B024440,0101000020110F00001DACA719CEE15FC15B38C8C9C9925241,DARRAH ST,Philadelphia, PA,40.0203721930001,-75.078392304,12,5300,B/S,40.02037219300007,-75.07839230399998
0101000020E6100000FCC048743EC952C06881E79275F84340,0101000020110F00002737EF1CFCE85FC151D10C438A875241,S 43RD ST,Philadelphia, PA,39.941088069,-75.144436904,2,400,W/S,39.941088069000045,-75.14443690399997
0101000020E6100000B0DB164E3AC952C0688C857772F84340,0101000020110F00003483B010F5E85FC14DB9FBD186875241,S 6TH ST,Philadelphia, PA,39.9409932520001,-75.144183657,5,300,W/S,39.940993252000055,-75.14418365699999
0101000020E61000000C38AB3B3FC952C030217FD375F84340,0101000020110F00008EFA9B6FFDE85FC197C9998A8A875241,S 53RD ST,Philadelphia, PA,39.9410957690001,-75.144484441,2,99,B/S,39.94109576900007,-75.14448444099997
0101000020E610000098E5CB6E3AC952C010E87E8172F84340,0101000020110F000017F63E48F5E85FC1352508DD86875241,S 16TH ST,Philadelphia, PA,39.940994441,-75.1441914549999,27,2300,B/S,39.94099444100004,-75.14419145499994
0101000020E610000050F8F70F25CC52C0186944FE13024440,0101000020110F0000AD7AF781E9ED5FC1B12AA77333925241,VAUX ST,Philadelphia, PA,40.0162351450001,-75.189762108,8,3300,B/S,40.01623514500005,-75.18976210799997
0101000020E61000003086677986C652C018BA1DAA01054440,0101000020110F00003F19C4EB5DE45FC1B792C1EF72955241,BRILL ST,Philadelphia, PA,40.039113297,-75.101957656,12,1600,B/S,40.03911329700003,-75.10195765599997
0101000020E610000084D21CFB47CB52C0F025E48857F24340,0101000020110F000031EF82FA71EC5FC19D7C521FC4805241,S BROAD ST,Philadelphia, PA,39.893296348,-75.176268366,26,1400,W/S,39.893296348000035,-75.17626836599999
0101000020E6100000845D97BED0CE52C0C05284ABEEF94340,0101000020110F00000BE880CF72F25FC1B2D652042C895241,LARCHWOOD ST,Philadelphia, PA,39.9525961300001,-75.2314907529999,2,4500,N/S,39.952596130000074,-75.23149075299995
0101000020E6100000A456852418CB52C0F081D5DF72F94340,0101000020110F00006B6B71B820EC5FC104EAA1DDA2885241,RITTENHOUSE SQ,Philadelphia, PA,39.948818187,-75.1733485509999,1,2200,N/S,39.94881818700003,-75.17334855099995
0101000020E6100000549B839061CF52C0D0B0B7B879F94340,0101000020110F0000DFC94ACD68F35FC1A48D9273AA885241,CHRISTIAN ST,Philadelphia, PA,39.949027147,-75.240329865,22,1100,B/S,39.94902714700004,-75.24032986499998
0101000020E610000034D1C025C6CE52C0809E59C158FA4340,0101000020110F00008A9E79CF60F25FC1C3A8948DA1895241,IRVING ST,Philadelphia, PA,39.955833596,-75.2308439619999,2,5300,N/S,39.95583359600005,-75.23084396199994
0101000020E61000004080FA395FCD52C0C07DA1DD67094440,0101000020110F0000CF3DA325FFEF5FC154884491549A5241,W HIGHLAND AVE,Philadelphia, PA,40.0734822310001,-75.208937163,21,99,B/S,40.07348223100007,-75.20893716299997
0101000020E6100000ECEAD32C5BCC52C0903DD65422FB4340,0101000020110F00009627716C45EE5FC1073D16E7808A5241,HAMILTON ST,Philadelphia, PA,39.9619852110001,-75.1930648869999,3,3500,B/S,39.96198521100007,-75.19306488699993
0101000020E6100000C074893994C952C058A7422A2FF54340,0101000020110F0000BAA989CD8DE95FC1FD7DF5B4E9835241,S FRONT ST,Philadelphia, PA,39.9155018640001,-75.1496719209999,7,799,B/S,39.91550186400008,-75.14967192099994
0101000020E61000004CA12A0EF6CB52C0C0E294192CF64340,0101000020110F000099C757A999ED5FC1D33507CD01855241,FITZGERALD ST,Philadelphia, PA,39.9232208230001,-75.186893026,24,1200,S/S,39.923220823000065,-75.18689302599995
0101000020E610000068E5B6613AC952C050B4807D72F84340,0101000020110F0000B7580632F5E85FC141D39BD886875241,S 12TH ST,Philadelphia, PA,39.9409939650001,-75.144188336,24,2000,W/S,39.940993965000075,-75.14418833599996
0101000020E6100000A00B709575CC52C0C8CC04E447FB4340,0101000020110F000037A8044872EE5FC198176F85AA8A5241,BRANDYWINE ST,Philadelphia, PA,39.96313143,-75.194676742,3,3300,S/S,39.96313143000003,-75.19467674199996
0101000020E6100000189A9B373AC952C0C0032D3E74F84340,0101000020110F000073A180EAF4E85FC18EA59DC988875241,S 15TH ST,Philadelphia, PA,39.941047451,-75.1441782969999,1,799,B/S,39.94104745100003,-75.14417829699994
0101000020E6100000F46613E1B8CA52C0600E1FD1B7F54340,0101000020110F000032DDE9E77EEB5FC1282A240781845241,S CAMAC,Philadelphia, PA,39.919672146,-75.167534131,23,1600,W/S,39.91967214600004,-75.16753413099997
0101000020E6100000C08F9FCA3FCB52C0E0CDEDA704F94340,0101000020110F0000DDD5691164EC5FC1436C54C328885241,NAUDAIN ST,Philadelphia, PA,39.9454545890001,-75.175768524,1,2500,N/S,39.945454589000065,-75.17576852399998
0101000020E610000090AAAEC274CA52C04870ED2874F44340,0101000020110F00008F200C330BEB5FC1C5255EA41A835241,DARIEN ST,Philadelphia, PA,39.909794918,-75.163376494,22,700,W/S,39.909794918000046,-75.16337649399998
0101000020E610000024C9737DFFCC52C0C05B9C7529FB4340,0101000020110F00009E8970875CEF5FC1CA700FCD888A5241,GREEN ST,Philadelphia, PA,39.9622027410001,-75.203093875,10,1100,B/S,39.962202741000056,-75.20309387499998
0101000020E6100000FCC048743EC952C06881E79275F84340,0101000020110F00002737EF1CFCE85FC151D10C438A875241,S 43RD ST,Philadelphia, PA,39.941088069,-75.144436904,2,400,E/S,39.941088069000045,-75.14443690399997
0101000020E6100000E00A746279CE52C0C0BEEFAFC3034440,0101000020110F00001BC4C36BDEF15FC17A493C3912945241,DUPONT ST,Philadelphia, PA,40.0294094010001,-75.226158727,15,299,N/S,40.029409401000066,-75.22615872699998
0101000020E610000010082F526CC952C0885442FEB9014440,0101000020110F0000E67ABB054AE95FC1C8AC07A6CF915241,OLD YORK RD,Philadelphia, PA,40.0134885620001,-75.147236391,11,4600,B/S,40.01348856200008,-75.14723639099998
0101000020E6100000C074893994C952C058A7422A2FF54340,0101000020110F0000BAA989CD8DE95FC1FD7DF5B4E9835241,S FRONT ST,Philadelphia, PA,39.9155018640001,-75.1496719209999,7,600,B/S,39.91550186400008,-75.14967192099994
0101000020E610000068E5B6613AC952C050B4807D72F84340,0101000020110F0000B7580632F5E85FC141D39BD886875241,S 12TH ST,Philadelphia, PA,39.9409939650001,-75.144188336,23,1600,B/S,39.940993965000075,-75.14418833599996
0101000020E6100000DCF8F6883AC952C0984F7B8972F84340,0101000020110F0000C603B274F5E85FC11BC9E0E586875241,S 24TH ST,Philadelphia, PA,39.940995393,-75.144197694,1,200,E/S,39.94099539300004,-75.14419769399996
0101000020E6100000ACF8E17B3AC952C0D81B7D8572F84340,0101000020110F00006666795EF5E85FC12C7774E186875241,S 20TH ST,Philadelphia, PA,39.9409949170001,-75.144194575,1,300,W/S,39.94099491700007,-75.14419457499997
0101000020E6100000ACC1BE4784CB52C0B8E92F5EADF84340,0101000020110F0000D66A2F67D8EC5FC1BA223C11C8875241,FULTON ST,Philadelphia, PA,39.9427907690001,-75.179948746,22,700,N/S,39.942790769000055,-75.17994874599998
0101000020E61000007C9899A623CC52C01839813F75F94340,0101000020110F00009B4C251CE7ED5FC168B6D77EA5885241,SOUTH ST,Philadelphia, PA,39.948890627,-75.189675951,1,1900,B/S,39.948890627000026,-75.18967595099997
0101000020E6100000E85D682089CA52C0489C57DA81F54340,0101000020110F00006DA815CB2DEB5FC1444E194545845241,S ALDER ST,Philadelphia, PA,39.9180252960001,-75.164619543,29,2800,W/S,39.91802529600005,-75.16461954299996
