the_geom,the_geom_webmercator,street,city,state,latitude,longitude,district_number,block,side,lat,lng
0101000020E6100000AC3D6F07E3C452C0E078CE1BC9024440,0101000020110F0000699A7A7395E15FC11AB5A34EFC925241,GRANITE ST,Philadelphia, PA,40.021762348,-75.076356753,12,1699,B/S,40.02176234800004,-75.07635675299997
0101000020E6100000A456852418CB52C0F081D5DF72F94340,0101000020110F00006B6B71B820EC5FC104EAA1DDA2885241,RITTENHOUSE SQ,Philadelphia, PA,39.948818187,-75.1733485509999,1,2000,N/S,39.94881818700003,-75.17334855099995
0101000020E61000006C6376C0BCCE52C0B0F135781DFA4340,0101000020110F00006BC2D8D950F25FC1BD8C0ADE5F895241,PINE ST,Philadelphia, PA,39.95402434,-75.2302704959999,1,2600,B/S,39.954024340000046,-75.23027049599995
0101000020E6100000B4653C2126C852C008F88D00C5FC4340,0101000020110F000035F02CF41FE75FC166B467DC508C5241,BELGRADE ST,Philadelphia, PA,39.974762029,-75.12732726,25,200,S/S,39.97476202900003,-75.12732725999996
0101000020E6100000789A8C5D74CC52C040FDFA9DFDF54340,0101000020110F00004A893E3670EE5FC1645C1653CE845241,WATER ST,Philadelphia, PA,39.9218022800001,-75.194602382,10,200,W/S,39.921802280000065,-75.19460238199997
0101000020E610000038B0078678CA52C088DD83EC49FD4340,0101000020110F0000B9F4639711EB5FC198EDCD2DE48C5241,N BOUVIER ST,Philadelphia, PA,39.9788184780001,-75.1636061739999,17,1600,E/S,39.97881847800005,-75.16360617399994
0101000020E610000098E5CB6E3AC952C010E87E8172F84340,0101000020110F000017F63E48F5E85FC1352508DD86875241,N 16TH ST,Philadelphia, PA,39.940994441,-75.1441914549999,6,600,B/S,39.94099444100004,-75.14419145499994
0101000020E61000000C16D7C33AC952C0D012719B72F84340,0101000020110F00006084B3D8F5E85FC105D9C5F986875241,S 42ND ST,Philadelphia, PA,39.9409975340001,-75.144211731,2,299,E/S,39.940997534000076,-75.14421173099998
0101000020E6100000A8D664BBB2CC52C0F07C68B4CFFA4340,0101000020110F0000DC8BD625DAEE5FC1A0713A59258A5241,POWELTON AVE,Philadelphia, PA,39.959463645,-75.198408936,3,4000,N/S,39.95946364500003,-75.19840893599996
0101000020E61000002017D92498CC52C0D0668E7FFBFA4340,0101000020110F00002E253CFCACEE5FC127E795DF558A5241,BARING ST,Philadelphia, PA,39.9608001180001,-75.196786129,3,3200,B/S,39.960800118000066,-75.19678612899997
0101000020E6100000646DBA683FC952C02807761374F84340,0101000020110F0000E1B025BCFDE85FC1AFAA4C9A88875241,N 56TH ST,Philadelphia, PA,39.9410423590001,-75.1444951839999,3,99,B/S,39.94104235900005,-75.14449518399994
0101000020E6100000444A966D29CF52C0409E6C56BFF94340,0101000020110F0000FC93D37209F35FC191A8C493F7885241,PEMBERTON ST,Philadelphia, PA,39.9511516600001,-75.2369035689999,1,1900,S/S,39.95115166000005,-75.23690356899994
0101000020E6100000FCC048743EC952C06881E79275F84340,0101000020110F00002737EF1CFCE85FC151D10C438A875241,S 43RD ST,Philadelphia, PA,39.941088069,-75.144436904,2,400,W/S,39.941088069000045,-75.14443690399997
0101000020E6100000F8C91366ECCE52C0105D08C09FFF4340,0101000020110F0000F813B9C8A1F25FC16B3791DC7A8F5241,CHURCH ST,Philadelphia, PA,39.997062687,-75.233178634,10,100,N/S,39.99706268700004,-75.23317863399996
0101000020E61000009855C37105CB52C038984A352FF64340,0101000020110F00006837A7F500EC5FC10E7F3A3E05855241,S HICKS ST,Philadelphia, PA,39.923315679,-75.172207299,27,2600,E/S,39.92331567900004,-75.17220729899998
0101000020E6100000189A9B373AC952C0C0032D3E74F84340,0101000020110F000073A180EAF4E85FC18EA59DC988875241,N 15TH ST,Philadelphia, PA,39.941047451,-75.1441782969999,14,5600,B/S,39.94104745100003,-75.14417829699994
0101000020E610000038D817E06DCA52C0F8FDD277BEFC4340,0101000020110F00003CC21C81FFEA5FC141BD909E498C5241,SMEDLEY ST,Philadelphia, PA,39.974562624,-75.16295626,1,700,W/S,39.97456262400004,-75.16295625999999
0101000020E6100000FC9E399A0CCF52C0385CAE6297F94340,0101000020110F000009D13C7CD8F25FC11EE9A550CB885241,CATHARINE ST,Philadelphia, PA,39.9499324180001,-75.235144192,1,1900,B/S,39.94993241800006,-75.23514419199995
0101000020E610000024EF56753AC952C0F0017E8372F84340,0101000020110F0000422E5C53F5E85FC12A4E3EDF86875241,N 18TH ST,Philadelphia, PA,39.940994679,-75.144193015,17,1700,B/S,39.94099467900003,-75.14419301499998
0101000020E6100000C832736A0FCC52C0E8959A93D0014440,0101000020110F00008DC123BDC4ED5FC184AD01B1E8915241,TILDEN ST,Philadelphia, PA,40.0141777520001,-75.188440907,8,3300,B/S,40.01417775200008,-75.18844090699997
0101000020E610000050DD26533AC952C018CB944674F84340,0101000020110F0000E2E84919F5E85FC1EB3AEDD288875241,S 23RD ST,Philadelphia, PA,39.9410484530001,-75.144184864,1,500,E/S,39.941048453000064,-75.14418486399995
0101000020E61000003442606118CA52C0B04DBC33F5F44340,0101000020110F0000DF2352486EEA5FC188C44486A9835241,RANDOLPH ST,Philadelphia, PA,39.913732974,-75.15773806,5,500,W/S,39.91373297400003,-75.15773805999999
0101000020E6100000549B839061CF52C0D0B0B7B879F94340,0101000020110F0000DFC94ACD68F35FC1A48D9273AA885241,CHRISTIAN ST,Philadelphia, PA,39.949027147,-75.240329865,1,1900,S/S,39.94902714700004,-75.24032986499998
0101000020E61000003CD1289C3EC952C060A1D29F75F84340,0101000020110F000073A3AA60FCE85FC125365C518A875241,S 45TH ST,Philadelphia, PA,39.9410896090001,-75.1444464109999,2,1000,W/S,39.94108960900007,-75.14444641099993
0101000020E610000064BC6DD913CB52C060E01A8E1DF94340,0101000020110F0000AB3B866D19EC5FC161C5AB5844885241,WAVERLY ST,Philadelphia, PA,39.9462144500001,-75.1730865069999,1,2400,S/S,39.94621445000007,-75.17308650699994
0101000020E61000002CCAF0C8CDCB52C0E0DD8D1CE1F64340,0101000020110F00009ED1154255ED5FC1A407AA44CA855241,MIFFLIN ST,Philadelphia, PA,39.9287448590001,-75.184435115,27,2400,B/S,39.92874485900006,-75.18443511499999
0101000020E610000044B260453AC952C070E7604274F84340,0101000020110F0000B65BE401F5E85FC13F7045CE88875241,N 19TH ST,Philadelphia, PA,39.9410479520001,-75.14418158,14,5700,B/S,39.941047952000076,-75.14418157999995
0101000020E6100000845D97BED0CE52C0C05284ABEEF94340,0101000020110F00000BE880CF72F25FC1B2D652042C895241,LARCHWOOD ST,Philadelphia, PA,39.9525961300001,-75.2314907529999,2,4700,B/S,39.952596130000074,-75.23149075299995
0101000020E610000084F7961EBFCA52C050C48ED8C4F54340,0101000020110F0000D0A1738189EB5FC1725FC0748F845241,ISEMINGER ST,Philadelphia, PA,39.920069761,-75.167915008,29,2700,W/S,39.920069761000036,-75.16791500799997
0101000020E610000018B06A6405CC52C0488E0A8F42F74340,0101000020110F0000765779B6B3ED5FC18413323236865241,BAMBREY ST,Philadelphia, PA,39.9317187120001,-75.187829117,1,800,E/S,39.93171871200008,-75.18782911699998
0101000020E6100000E08787863ECB52C048284F56D5F84340,0101000020110F00004549E8EA61EC5FC115E10558F4875241,BAINBRIDGE ST,Philadelphia, PA,39.944010533,-75.175691254,22,600,N/S,39.94401053300004,-75.17569125399996
0101000020E6100000A0AF7E3E3AC952C0B8E2454074F84340,0101000020110F00000C6833F6F4E85FC16A5AF0CB88875241,S 17TH ST,Philadelphia, PA,39.9410477010001,-75.144179939,1,400,B/S,39.94104770100006,-75.14417993899997
0101000020E610000044B260453AC952C070E7604274F84340,0101000020110F0000B65BE401F5E85FC13F7045CE88875241,S 19TH ST,Philadelphia, PA,39.9410479520001,-75.14418158,1,799,B/S,39.941047952000076,-75.14418157999995
0101000020E61000009496D39621CB52C0E87BF490ADF84340,0101000020110F00006BB62DC430EC5FC1FF277949C8875241,FITZWATER ST,Philadelphia, PA,39.9427968210001,-75.17392512,1,1400,N/S,39.94279682100006,-75.17392511999998
0101000020E61000009484B8303AC952C010FF113C74F84340,0101000020110F0000E0DACDDEF4E85FC1C28F48C788875241,S 13TH ST,Philadelphia, PA,39.9410472000001,-75.144176655,22,799,W/S,39.94104720000007,-75.14417665499997
0101000020E610000078743CC9CAC852C068D66490B2FB4340,0101000020110F000034F196A337E85FC1AAFD25BA208B5241,W ALLEN ST,Philadelphia, PA,39.9663868420001,-75.13737708,10,100,N/S,39.96638684200008,-75.13737707999996
0101000020E6100000BC51860572CA52C01023896DB1FB4340,0101000020110F0000F6840F8C06EB5FC1A76CD6771F8B5241,N SYDENHAM ST,Philadelphia, PA,39.9663521690001,-75.163209325,16,3600,B/S,39.96635216900006,-75.16320932499997
0101000020E610000094A62E37BDCD52C048B785514AF94340,0101000020110F0000A86E03CC9EF05FC1EAAEA9EF75885241,S FARRAGUT,Philadelphia, PA,39.947580519,-75.2146738009999,2,200,B/S,39.94758051900004,-75.21467380099995
0101000020E61000009467AC9DCBCA52C0A0833106FCF54340,0101000020110F0000E3D66ABB9EEB5FC19A6F7F8FCC845241,CLARION ST,Philadelphia, PA,39.9217536680001,-75.168677729,24,2200,W/S,39.921753668000065,-75.16867772899997
0101000020E6100000F8570DC41DCA52C0B8A505376BFA4340,0101000020110F0000C816246E77EA5FC1250E7D01B6895241,MARVINE ST,Philadelphia, PA,39.95639694,-75.158066762,11,5900,B/S,39.95639694000005,-75.15806676199998
0101000020E6100000C08F9FCA3FCB52C0E0CDEDA704F94340,0101000020110F0000DDD5691164EC5FC1436C54C328885241,NAUDAIN ST,Philadelphia, PA,39.9454545890001,-75.175768524,1,2300,N/S,39.945454589000065,-75.17576852399998
0101000020E6100000500C37B03AC952C028C5739572F84340,0101000020110F0000D4AE5DB7F5E85FC10C5E23F386875241,N 36TH ST,Philadelphia, PA,39.9409968200001,-75.144207052,3,500,B/S,39.940996820000066,-75.14420705199996
0101000020E610000024EFAC7513CB52C0E05DB1D0D8F84340,0101000020110F0000D46715C418EC5FC1BD535E32F8875241,KATER ST,Philadelphia, PA,39.944116675,-75.173062724,1,2100,N/S,39.94411667500003,-75.17306272399998
0101000020E61000002C150EC9B8C952C010F1404B74F54340,0101000020110F0000A9FB9EE7CBE95FC1FE7F624136845241,AMERICAN ST,Philadelphia, PA,39.91761151,-75.1519034039999,7,700,W/S,39.91761151000003,-75.15190340399994
0101000020E6100000549B839061CF52C0D0B0B7B879F94340,0101000020110F0000DFC94ACD68F35FC1A48D9273AA885241,CHRISTIAN ST,Philadelphia, PA,39.949027147,-75.240329865,22,1200,B/S,39.94902714700004,-75.24032986499998
0101000020E6100000A436EC8257CB52C098ADA86DB5F64340,0101000020110F00006B35D35B8CEC5FC195776AE399855241,HOFFMAN ST,Philadelphia, PA,39.927411754,-75.1772162729999,24,700,N/S,39.92741175400005,-75.17721627299994
0101000020E6100000CCC7434C3AC952C060C6794474F84340,0101000020110F00004F22970DF5E85FC1162598D088875241,S 21ST ST,Philadelphia, PA,39.941048202,-75.144183222,1,299,E/S,39.94104820200005,-75.14418322199998
0101000020E6100000286F0F8E2ECB52C018F09FCC11F94340,0101000020110F0000E82B3BCA46EC5FC161CEBE5237885241,LOMBARD ST,Philadelphia, PA,39.9458556920001,-75.174716487,4,1300,S/S,39.945855692000066,-75.17471648699996
0101000020E610000054EF6B823AC952C0B8357C8772F84340,0101000020110F0000A2CB9469F5E85FC126A0AAE386875241,N 22ND ST,Philadelphia, PA,39.9409951550001,-75.144196134,17,700,W/S,39.94099515500005,-75.14419613399997
0101000020E610000028EDDCCD56CE52C0F02CC4341DFC4340,0101000020110F000004D0BFAEA3F15FC1DF706FE7968B5241,WYALUSING AVE,Philadelphia, PA,39.9696413,-75.224048105,3,3800,S/S,39.969641300000035,-75.22404810499995
0101000020E6100000B0A71FFFC5CB52C000F449FB5AF74340,0101000020110F0000F7F3620748ED5FC19AB4123F51865241,TASKER ST,Philadelphia, PA,39.932464038,-75.183959752,23,1200,B/S,39.932464038000035,-75.18395975199996
0101000020E610000058FB17154CCD52C0C01DACC210FA4340,0101000020110F0000ECD8FDA0DEEF5FC1B8D355C951895241,ST MARKS SQ,Philadelphia, PA,39.953636488,-75.207768701,2,200,B/S,39.95363648800003,-75.20776870099996
0101000020E610000024EFAC7513CB52C0E05DB1D0D8F84340,0101000020110F0000D46715C418EC5FC1BD535E32F8875241,KATER ST,Philadelphia, PA,39.944116675,-75.173062724,22,600,S/S,39.94411667500003,-75.17306272399998
0101000020E6100000C08F9FCA3FCB52C0E0CDEDA704F94340,0101000020110F0000DDD5691164EC5FC1436C54C328885241,NAUDAIN ST,Philadelphia, PA,39.9454545890001,-75.175768524,1,2200,S/S,39.945454589000065,-75.17576852399998
0101000020E6100000A491C603F2CD52C0180E8E4351FB4340,0101000020110F00009AB84E7BF8F05FC1D43454E8B48A5241,WALLACE ST,Philadelphia, PA,39.9634174770001,-75.2178964079999,10,1000,B/S,39.963417477000064,-75.21789640799994
0101000020E6100000286F0F8E2ECB52C018F09FCC11F94340,0101000020110F0000E82B3BCA46EC5FC161CEBE5237885241,LOMBARD ST,Philadelphia, PA,39.9458556920001,-75.174716487,4,800,S/S,39.945855692000066,-75.17471648699996
0101000020E610000070A7DE949ECB52C098EC2806BCF84340,0101000020110F0000B92C131405ED5FC1A317844DD8875241,ST ALBANS,Philadelphia, PA,39.9432380390001,-75.181554048,1,2200,S/S,39.94323803900005,-75.18155404799995
0101000020E61000007C9899A623CC52C01839813F75F94340,0101000020110F00009B4C251CE7ED5FC168B6D77EA5885241,SOUTH ST,Philadelphia, PA,39.948890627,-75.189675951,1,1600,S/S,39.948890627000026,-75.18967595099997
0101000020E610000068E5B6613AC952C050B4807D72F84340,0101000020110F0000B7580632F5E85FC141D39BD886875241,S 12TH ST,Philadelphia, PA,39.9409939650001,-75.144188336,22,800,B/S,39.940993965000075,-75.14418833599996
0101000020E6100000A811529BBECE52C0C018BA1442FA4340,0101000020110F00005BE7700054F25FC11008496E88895241,SPRUCE ST,Philadelphia, PA,39.9551416310001,-75.2303837109999,1,1500,S/S,39.95514163100006,-75.23038371099994
0101000020E61000002C150EC9B8C952C010F1404B74F54340,0101000020110F0000A9FB9EE7CBE95FC1FE7F624136845241,AMERICAN ST,Philadelphia, PA,39.91761151,-75.1519034039999,7,600,W/S,39.91761151000003,-75.15190340399994
0101000020E610000040388CA096CF52C0885184FF6DF94340,0101000020110F000017E623EFC2F35FC1AAA8AE769D885241,CARPENTER ST,Philadelphia, PA,39.9486693760001,-75.243568551,7,500,B/S,39.948669376000055,-75.24356855099995
0101000020E6100000FC9E399A0CCF52C0385CAE6297F94340,0101000020110F000009D13C7CD8F25FC11EE9A550CB885241,CATHARINE ST,Philadelphia, PA,39.9499324180001,-75.235144192,22,1300,B/S,39.94993241800006,-75.23514419199995
0101000020E6100000A8D664BBB2CC52C0F07C68B4CFFA4340,0101000020110F0000DC8BD625DAEE5FC1A0713A59258A5241,POWELTON AVE,Philadelphia, PA,39.959463645,-75.198408936,3,3600,S/S,39.95946364500003,-75.19840893599996
0101000020E6100000383562299CCD52C0E8344884F0FA4340,0101000020110F0000C906CCA666F05FC134C091B4498A5241,ST MALACHYS WAY,Philadelphia, PA,39.9604649880001,-75.212656351,3,4500,,39.96046498800007,-75.21265635099996
0101000020E610000024C9737DFFCC52C0C05B9C7529FB4340,0101000020110F00009E8970875CEF5FC1CA700FCD888A5241,GREEN ST,Philadelphia, PA,39.9622027410001,-75.203093875,6,1700,B/S,39.962202741000056,-75.20309387499998
0101000020E6100000C074893994C952C058A7422A2FF54340,0101000020110F0000BAA989CD8DE95FC1FD7DF5B4E9835241,S FRONT ST,Philadelphia, PA,39.9155018640001,-75.1496719209999,7,800,B/S,39.91550186400008,-75.14967192099994
0101000020E6100000444A966D29CF52C0409E6C56BFF94340,0101000020110F0000FC93D37209F35FC191A8C493F7885241,PEMBERTON ST,Philadelphia, PA,39.9511516600001,-75.2369035689999,7,LOT,B/S,39.95115166000005,-75.23690356899994
0101000020E6100000E08787863ECB52C048284F56D5F84340,0101000020110F00004549E8EA61EC5FC115E10558F4875241,BAINBRIDGE ST,Philadelphia, PA,39.944010533,-75.175691254,1,1800,B/S,39.94401053300004,-75.17569125399996
0101000020E61000009484B8303AC952C010FF113C74F84340,0101000020110F0000E0DACDDEF4E85FC1C28F48C788875241,S 13TH ST,Philadelphia, PA,39.9410472000001,-75.144176655,4,299,W/S,39.94104720000007,-75.14417665499997
0101000020E6100000EC4656E6BCCD52C04031D3DF93034440,0101000020110F0000188FB0429EF05FC11C552131DD935241,CLEARVIEW AVE,Philadelphia, PA,40.0279502660001,-75.2146545259999,14,1500,B/S,40.02795026600006,-75.21465452599995
0101000020E61000007C8D9B4F7AC952C0D8CF38CDF5F74340,0101000020110F0000F72824C961E95FC1474DA9BAFC865241,QUEEN ST,Philadelphia, PA,39.9371887710001,-75.148090269,7,400,B/S,39.93718877100008,-75.14809026899997
0101000020E610000010DD1D93F1CE52C0A8E52E2C39FB4340,0101000020110F00001E866F93AAF25FC12AD65D369A8A5241,ARCH ST,Philadelphia, PA,39.962682269,-75.233494548,6,2000,S/S,39.96268226900003,-75.23349454799995
0101000020E6100000A4429C84DBCB52C038FEABFE30024440,0101000020110F000054DECD956CED5FC11862F99C53925241,QUEEN LN,Philadelphia, PA,40.017120203,-75.185273316,8,3000,N/S,40.01712020300005,-75.18527331599995
0101000020E61000007C9899A623CC52C01839813F75F94340,0101000020110F00009B4C251CE7ED5FC168B6D77EA5885241,SOUTH ST,Philadelphia, PA,39.948890627,-75.189675951,4,1200,N/S,39.948890627000026,-75.18967595099997
0101000020E6100000B0DB164E3AC952C0688C857772F84340,0101000020110F00003483B010F5E85FC14DB9FBD186875241,S 06TH ST,Philadelphia, PA,39.9409932520001,-75.144183657,34,1700,B/S,39.940993252000055,-75.14418365699999
0101000020E610000044B260453AC952C070E7604274F84340,0101000020110F0000B65BE401F5E85FC13F7045CE88875241,N 19TH ST,Philadelphia, PA,39.9410479520001,-75.14418158,6,599,E/S,39.941047952000076,-75.14418157999995
0101000020E610000044B260453AC952C070E7604274F84340,0101000020110F0000B65BE401F5E85FC13F7045CE88875241,S 19TH ST,Philadelphia, PA,39.9410479520001,-75.14418158,1,300,E/S,39.941047952000076,-75.14418157999995
0101000020E610000048E68BCFFACD52C0D0325313AAFB4340,0101000020110F0000FAB52A6C07F15FC1F8021852178B5241,BROWN ST,Philadelphia, PA,39.9661277920001,-75.218433272,17,2200,S/S,39.966127792000066,-75.21843327199997
0101000020E6100000ECEAD32C5BCC52C0903DD65422FB4340,0101000020110F00009627716C45EE5FC1073D16E7808A5241,HAMILTON ST,Philadelphia, PA,39.9619852110001,-75.1930648869999,3,3700,B/S,39.96198521100007,-75.19306488699993
0101000020E6100000A811529BBECE52C0C018BA1442FA4340,0101000020110F00005BE7700054F25FC11008496E88895241,SPRUCE ST,Philadelphia, PA,39.9551416310001,-75.2303837109999,4,1100,S/S,39.95514163100006,-75.23038371099994
0101000020E610000078E67A1538CA52C088E4C0526DFA4340,0101000020110F00000E205722A4EA5FC1BB7F7F57B8895241,N CAMAC,Philadelphia, PA,39.956461281,-75.15967309,14,5900,B/S,39.95646128100003,-75.15967308999996
0101000020E61000008820B26E3AC952C0A86CFA4E74F84340,0101000020110F000051301348F5E85FC1476F3ADC88875241,N 31ST ST,Philadelphia, PA,39.9410494540001,-75.144191431,3,400,W/S,39.94104945400005,-75.14419143099997
0101000020E610000084D21CFB47CB52C0F025E48857F24340,0101000020110F000031EF82FA71EC5FC19D7C521FC4805241,S BROAD ST,Philadelphia, PA,39.893296348,-75.176268366,23,1500,E/S,39.893296348000035,-75.17626836599999
0101000020E61000006C6376C0BCCE52C0B0F135781DFA4340,0101000020110F00006BC2D8D950F25FC1BD8C0ADE5F895241,PINE ST,Philadelphia, PA,39.95402434,-75.2302704959999,1,1800,N/S,39.954024340000046,-75.23027049599995
0101000020E6100000A0696C893EC952C008211ECB73F84340,0101000020110F00006076D740FCE85FC143AD294A88875241,S 44TH ST,Philadelphia, PA,39.9410337350001,-75.1444419439999,2,200,B/S,39.941033735000076,-75.14444194399994
0101000020E6100000C074893994C952C058A7422A2FF54340,0101000020110F0000BAA989CD8DE95FC1FD7DF5B4E9835241,S FRONT ST,Philadelphia, PA,39.9155018640001,-75.1496719209999,7,700,B/S,39.91550186400008,-75.14967192099994
0101000020E6100000DC503C8A3AC952C0F833625774F84340,0101000020110F0000D3A4DA76F5E85FC1A1048AE588875241,N 39TH ST,Philadelphia, PA,39.941050456,-75.1441979969999,3,300,W/S,39.94105045600003,-75.14419799699994
0101000020E61000007C8D9B4F7AC952C0D8CF38CDF5F74340,0101000020110F0000F72824C961E95FC1474DA9BAFC865241,QUEEN ST,Philadelphia, PA,39.9371887710001,-75.148090269,7,500,B/S,39.93718877100008,-75.14809026899997
0101000020E610000038B0078678CA52C088DD83EC49FD4340,0101000020110F0000B9F4639711EB5FC198EDCD2DE48C5241,N BOUVIER ST,Philadelphia, PA,39.9788184780001,-75.1636061739999,17,1700,E/S,39.97881847800005,-75.16360617399994
0101000020E6100000189A9B373AC952C0C0032D3E74F84340,0101000020110F000073A180EAF4E85FC18EA59DC988875241,S 15TH ST,Philadelphia, PA,39.941047451,-75.1441782969999,26,1500,B/S,39.94104745100003,-75.14417829699994
0101000020E610000050DD26533AC952C018CB944674F84340,0101000020110F0000E2E84919F5E85FC1EB3AEDD288875241,N 23RD ST,Philadelphia, PA,39.9410484530001,-75.144184864,6,200,E/S,39.941048453000064,-75.14418486399995
0101000020E6100000444A966D29CF52C0409E6C56BFF94340,0101000020110F0000FC93D37209F35FC191A8C493F7885241,PEMBERTON ST,Philadelphia, PA,39.9511516600001,-75.2369035689999,1,2200,S/S,39.95115166000005,-75.23690356899994
0101000020E610000030BB4A1E3FC952C0300358FB73F84340,0101000020110F00006DACB53DFDE85FC1228B957F88875241,N 52ND ST,Philadelphia, PA,39.941039484,-75.144477437,3,2400,E/S,39.941039484000044,-75.14447743699998
0101000020E61000007CDB01413AC952C0A058877372F84340,0101000020110F0000CCE577FAF4E85FC154678FCD86875241,S 02ND ST,Philadelphia, PA,39.940992776,-75.1441805379999,5,299,E/S,39.94099277600003,-75.14418053799994
0101000020E61000007C9899A623CC52C01839813F75F94340,0101000020110F00009B4C251CE7ED5FC168B6D77EA5885241,SOUTH ST,Philadelphia, PA,39.948890627,-75.189675951,1,1700,S/S,39.948890627000026,-75.18967595099997
0101000020E610000024340CC910CF52C0989224F673FB4340,0101000020110F000051322397DFF25FC1C6481B5BDB8A5241,RACE ST,Philadelphia, PA,39.9644763640001,-75.235399496,6,2100,S/S,39.96447636400006,-75.23539949599996
0101000020E6100000249E5D058BCC52C06889C77866014440,0101000020110F000092F0D0B196EE5FC1F358820873915241,CRESWELL ST,Philadelphia, PA,40.010939691,-75.195985166,8,3300,W/S,40.01093969100003,-75.19598516599996
0101000020E61000005CDC414A7ECB52C03076F7AA5CF84340,0101000020110F00008FD9663ACEEC5FC1E55B49AC6E875241,KIMBALL ST,Philadelphia, PA,39.940327998,-75.179583134,1,2000,S/S,39.94032799800004,-75.17958313399998
0101000020E6100000808DA40ACACF52C03055F7A25FF54340,0101000020110F0000EB7C48441AF45FC1681670611F845241,MAIN ST,Philadelphia, PA,39.9169810970001,-75.246706639,15,4000,W/S,39.916981097000075,-75.24670663899997
0101000020E6100000FC9E399A0CCF52C0385CAE6297F94340,0101000020110F000009D13C7CD8F25FC11EE9A550CB885241,CATHARINE ST,Philadelphia, PA,39.9499324180001,-75.235144192,1,1700,S/S,39.94993241800006,-75.23514419199995
0101000020E610000054C68B27F0CA52C0D0EB2D8A03F64340,0101000020110F0000EE3EE9CBDCEB5FC144E826E2D4845241,S ROSEWOOD ST,Philadelphia, PA,39.921983025,-75.1709078659999,27,2500,E/S,39.92198302500003,-75.17090786599994
0101000020E610000018E657B57CCC52C01062C8336DFB4340,0101000020110F000079031B627EEE5FC138A4AFDDD38A5241,MT VERNON ST,Philadelphia, PA,39.964270089,-75.195111595,6,2000,N/S,39.964270089000024,-75.19511159499996
0101000020E61000000CD62D72D7CA52C05826BD5BD8FA4340,0101000020110F00003D8BA3D3B2EB5FC12123E0EF2E8A5241,WOOD ST,Philadelphia, PA,39.9597277330001,-75.169399781,6,1600,S/S,39.95972773300008,-75.16939978099998
0101000020E6100000686CF3223AC952C02841E03774F84340,0101000020110F00009D206AC7F4E85FC10F26A3C288875241,S 09TH ST,Philadelphia, PA,39.9410467000001,-75.144173372,4,400,E/S,39.94104670000007,-75.14417337199995
0101000020E61000006C6376C0BCCE52C0B0F135781DFA4340,0101000020110F00006BC2D8D950F25FC1BD8C0ADE5F895241,PINE ST,Philadelphia, PA,39.95402434,-75.2302704959999,1,1700,N/S,39.954024340000046,-75.23027049599995
0101000020E61000000CD62D72D7CA52C05826BD5BD8FA4340,0101000020110F00003D8BA3D3B2EB5FC12123E0EF2E8A5241,WOOD ST,Philadelphia, PA,39.9597277330001,-75.169399781,10,200,B/S,39.95972773300008,-75.16939978099998
0101000020E610000090586B8B3FC952C0186155ED75F84340,0101000020110F00002DD312F7FDE85FC1719338A78A875241,S 57TH ST,Philadelphia, PA,39.9410988490001,-75.1445034549999,2,100,E/S,39.94109884900007,-75.14450345499995
0101000020E6100000E0322C4EAECE52C0E0BCA041A7FA4340,0101000020110F0000B6E8ED4F38F25FC16C24F987F8895241,SANSOM ST,Philadelphia, PA,39.9582292590001,-75.2293887549999,2,5100,S/S,39.95822925900006,-75.22938875499995
0101000020E6100000ACA963FD55CD52C038B78AE47CF84340,0101000020110F0000D31A2575EFEF5FC1339D885E92875241,GRAYS FERRY AVE,Philadelphia, PA,39.941311424,-75.208373401,1,2400,E/S,39.94131142400005,-75.20837340099996
0101000020E6100000A0AF7E3E3AC952C0B8E2454074F84340,0101000020110F00000C6833F6F4E85FC16A5AF0CB88875241,S 17TH ST,Philadelphia, PA,39.9410477010001,-75.144179939,1,300,W/S,39.94104770100006,-75.14417993899997
0101000020E61000004019AD1A79CC52C0307E9A2D35FB4340,0101000020110F0000E9C9DC4278EE5FC1992045C9958A5241,SPRING GARDEN ST,Philadelphia, PA,39.962560368,-75.194891614,6,2000,N/S,39.96256036800003,-75.19489161399997
0101000020E610000050DD26533AC952C018CB944674F84340,0101000020110F0000E2E84919F5E85FC1EB3AEDD288875241,N 23RD ST,Philadelphia, PA,39.9410484530001,-75.144184864,6,100,W/S,39.941048453000064,-75.14418486399995
0101000020E6100000189A9B373AC952C0C0032D3E74F84340,0101000020110F000073A180EAF4E85FC18EA59DC988875241,N 15TH ST,Philadelphia, PA,39.941047451,-75.1441782969999,9,2000,B/S,39.94104745100003,-75.14417829699994
0101000020E61000009484B8303AC952C010FF113C74F84340,0101000020110F0000E0DACDDEF4E85FC1C28F48C788875241,S 13TH ST,Philadelphia, PA,39.9410472000001,-75.144176655,24,1800,B/S,39.94104720000007,-75.14417665499997
0101000020E6100000F05698E9F7C752C080FC3E19ACFC4340,0101000020110F00008065F172D1E65FC16A34DC42358C5241,E THOMPSON ST,Philadelphia, PA,39.974002033,-75.124506377,25,300,B/S,39.97400203300003,-75.12450637699999
0101000020E6100000948C9BCE99C952C0881ED9780A014440,0101000020110F0000B145F54897E95FC14B743D050D915241,VICTORIA ST,Philadelphia, PA,40.008132082,-75.150012638,13,1300,S/S,40.00813208200003,-75.15001263799996
0101000020E61000009484B8303AC952C010FF113C74F84340,0101000020110F0000E0DACDDEF4E85FC1C28F48C788875241,S 13TH ST,Philadelphia, PA,39.9410472000001,-75.144176655,23,1600,B/S,39.94104720000007,-75.14417665499997
